ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
4452,Travis Wear,10-Jun,230lb,51,1,13.2,1.6,4.1,0.402,0.2,0.6,0.367,1.4,3.5,0.408,0.428,0.4,0.5,0.769,0.6,1.5,2.1,0.8,0.3,0.2,0.7,1.1,3.9
4453,Clarence Weatherspoon,6-Jun,240lb,915,612,30.3,4.4,9.3,0.471,0,0.1,0.196,4.4,9.3,0.473,0.472,2.6,3.6,0.743,2.3,5.2,7.5,1.5,1,0.9,1.6,2.2,11.5
4454,Nick Weatherspoon,7-Jun,195lb,453,,21.4,3.8,8.3,0.455,0,0,,3.8,8.3,0.455,0.455,1.5,2.1,0.713,1.7,3.2,4.9,0.9,0.8,0.3,1.8,2.7,9
4455,Kyle Weaver,6-Jun,201lb,73,19,18.9,1.8,4.2,0.441,0.6,1.6,0.353,1.3,2.5,0.497,0.51,0.7,1,0.736,0.5,1.7,2.2,1.6,0.8,0.5,1.1,1.3,5
4456,Jeff Webb,4-Jun,170lb,75,,7.2,0.9,2.4,0.376,,,,0.9,2.4,0.376,0.376,0.4,0.5,0.711,,,0.8,0.6,,,,0.8,2.1
4457,Marcus Webb,9-Jun,255lb,9,0,5.7,1.4,2.8,0.52,0,0.1,0,1.4,2.7,0.542,0.52,1.4,2.3,0.619,0.6,0.6,1.1,0.2,0.1,0.2,0.6,1.2,4.3
4458,Spud Webb,6-May,133lb,814,429,24.9,3.6,7.9,0.452,0.4,1.3,0.314,3.2,6.6,0.478,0.477,2.4,2.8,0.848,0.4,1.7,2.1,5.3,1.1,0.1,2,2,9.9
4459,Chris Webber,9-Jun,245lb,831,827,37.1,8.7,18.1,0.479,0.3,1.1,0.299,8.3,17,0.49,0.487,3,4.7,0.649,2.7,7,9.8,4.2,1.4,1.4,2.8,3.2,20.7
4460,Briante Weber,2-Jun,165lb,7,4,24.1,2,5.6,0.359,0,0.7,0,2,4.9,0.412,0.359,0.4,0.6,0.75,1.1,2.4,3.6,3,1.3,0.4,1.3,1.7,4.4
4461,Jake Weber,6-Jun,225lb,50,,,1.2,4,0.292,,,,1.2,4,0.292,0.292,1.1,1.6,0.696,,,,0.1,,,,2.2,3.5
4462,Elnardo Webster,5-Jun,190lb,24,,9.9,2.1,4.5,0.459,0,0.2,0.25,2,4.4,0.467,0.463,0.9,1.2,0.724,0.6,1.2,1.8,0.7,,,1.5,1.6,5.1
4463,Jeff Webster,8-Jun,232lb,11,0,5.3,0.7,2.1,0.348,0.2,0.5,0.333,0.5,1.5,0.353,0.391,0,0,,0.2,0.5,0.6,0.3,0.4,0,0.3,0.6,1.6
4464,Martell Webster,7-Jun,230lb,580,266,24,2.9,7,0.418,1.4,3.6,0.382,1.6,3.4,0.454,0.515,1.5,1.9,0.791,0.6,2.5,3.1,1,0.5,0.3,0.9,1.8,8.7
4465,Marvin Webster,1-Jul,225lb,617,37,21.7,2.6,5.4,0.488,0,0,0.286,2.6,5.4,0.488,0.488,1.7,2.7,0.621,2.4,4.4,6.8,1.2,0.4,1.4,1.6,2.4,7
4466,Scott Wedman,7-Jun,215lb,906,105,28.6,5.7,11.8,0.481,0.2,0.5,0.335,5.6,11.5,0.485,0.485,1.7,2.1,0.794,1.7,3.1,4.8,2,0.9,0.3,1.3,2.8,13.2
4467,Sonny Weems,6-Jun,205lb,183,47,18.2,2.8,6,0.465,0.2,0.7,0.283,2.6,5.4,0.487,0.48,0.7,1,0.702,0.5,1.7,2.2,1.4,0.5,0.2,1.1,1.5,6.5
4468,Dick Wehr,4-Jun,180lb,9,,,0.6,2.3,0.238,,,,0.6,2.3,0.238,0.238,0.2,0.7,0.333,,,,0.3,,,,1.3,1.3
4469,Brant Weidner,9-Jun,230lb,8,0,4.8,0.3,1.1,0.222,0,0,,0.3,1.1,0.222,0.222,0.5,0.5,1,0.5,0.9,1.4,0,0,0.3,0.3,0.6,1
4470,Bob Weiss,2-Jun,180lb,783,,22.1,2.9,6.8,0.428,,,,2.9,6.8,0.428,0.428,1.8,2.2,0.828,0.3,0.9,1.8,3.7,1,0.2,,2,7.6
4471,Rick Weitzman,2-Jun,175lb,25,,3,0.5,1.8,0.261,,,,0.5,1.8,0.261,0.261,0.4,0.5,0.692,,,0.4,0.3,,,,0.3,1.3
4472,Bonzi Wells,5-Jun,210lb,591,275,25.6,4.8,10.3,0.46,0.4,1.2,0.327,4.4,9.2,0.477,0.479,2.2,3.1,0.697,1.4,3.3,4.6,2.1,1.3,0.3,2.1,2.6,12.1
4473,Bubba Wells,5-Jun,230lb,39,2,10.1,1.2,3,0.414,0,0.2,0.167,1.2,2.8,0.427,0.418,0.8,1.1,0.721,0.6,1.2,1.7,0.9,0.4,0.1,0.8,1,3.3
4474,Owen Wells,7-Jun,200lb,33,,6.5,1.3,3,0.42,,,,1.3,3,0.42,0.42,0.5,0.7,0.682,0.4,0.7,1.1,0.7,0.3,0.1,,1.2,3
4475,Ralph Wells,1-Jun,180lb,3,,16,0.3,2.3,0.143,,,,0.3,2.3,0.143,0.143,0,2.3,0,,,2,2.3,,,,2,0.7
4476,Chris Welp,Jul-00,245lb,109,3,10.8,1.3,2.9,0.446,0,0,0,1.3,2.9,0.447,0.446,0.7,1.1,0.681,0.8,1.6,2.4,0.4,0.3,0.5,0.6,2.4,3.3
4477,Jiri Welsch,7-Jun,208lb,247,102,18.6,2.1,5.2,0.403,0.5,1.4,0.343,1.6,3.8,0.425,0.449,1.5,2,0.752,0.5,2,2.4,1.5,0.8,0.1,1.1,1.6,6.1
4478,Bill Wennington,Jul-00,245lb,720,88,13.5,1.9,4.2,0.459,0,0.1,0.139,1.9,4.1,0.463,0.46,0.7,1,0.787,1,2,3,0.6,0.3,0.3,0.6,2.3,4.6
4479,Matt Wenstrom,1-Jul,250lb,11,0,3.4,0.5,0.9,0.6,0,0,,0.5,0.9,0.6,0.6,0.5,0.9,0.6,0.5,0.5,1.1,0,0,0.2,0.4,0.6,1.6
