ID,NAME,HEIGHT,WEIGHT,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2376,Art Long,9-Jun,250lb,98,27,12.4,1.5,3.3,0.458,0,0,0.667,1.5,3.3,0.456,0.461,0.5,1,0.485,1.3,1.9,3.3,0.5,0.3,0.4,0.9,2.2,3.5
2377,Grant Long,8-Jun,225lb,1003,673,28.4,3.5,7.4,0.467,0.1,0.3,0.283,3.4,7.1,0.474,0.472,2.5,3.3,0.761,2.2,4,6.1,1.7,1.2,0.4,1.6,2.9,9.5
2378,John Long,5-Jun,195lb,893,432,25.4,5.7,12.2,0.467,0.1,0.4,0.322,5.6,11.9,0.472,0.472,2,2.4,0.862,1.1,1.7,2.8,1.9,1,0.2,1.7,2.1,13.6
2379,Paul Long,2-Jun,180lb,80,,6.5,1.5,3.4,0.429,0,0,,1.5,3.4,0.429,0.429,0.9,1.2,0.765,0.6,0.4,0.8,0.8,,,1.7,1,3.9
2380,Willie Long,8-Jun,225lb,213,,23.6,4.2,10.1,0.421,0,0,0,4.2,10,0.422,0.421,2.9,3.7,0.774,2.1,3.8,6,1,0.7,0.2,1.8,2.8,11.4
2381,Luc Longley,2-Jul,265lb,567,362,21.2,3,6.4,0.462,0,0,0,3,6.4,0.463,0.462,1.3,1.7,0.76,1.5,3.4,4.9,1.5,0.5,1,1.7,3.1,7.2
2382,Kevon Looney,9-Jun,220lb,25,1,7.3,1.2,1.9,0.66,0.1,0.2,0.4,1.2,1.7,0.69,0.681,0.4,0.6,0.6,0.8,1.5,2.4,0.4,0.1,0.4,0.2,1.2,2.9
2383,Brook Lopez,Jul-00,275lb,506,471,32.5,7.2,14.1,0.509,0.1,0.3,0.317,7.1,13.8,0.513,0.512,4,5,0.792,2.8,4.6,7.3,1.5,0.6,1.7,2,2.8,18.4
2384,Felipe Lopez,5-Jun,199lb,249,80,16.6,2.2,5.1,0.432,0.2,0.6,0.327,2,4.5,0.445,0.451,1.2,1.8,0.659,0.9,1.6,2.4,1,0.6,0.2,1,1.8,5.8
2385,Raul Lopez,1-Jun,170lb,113,26,18.9,2.5,5.8,0.429,0.4,1.2,0.346,2.1,4.6,0.45,0.464,1.1,1.3,0.853,0.3,1.4,1.7,3.8,0.7,0,2,2.5,6.5
2386,Robin Lopez,Jul-00,255lb,569,421,22.3,3.5,6.6,0.53,0,0,0,3.5,6.5,0.53,0.53,1.6,2.1,0.761,2.5,3,5.5,0.6,0.3,1.3,1,2.1,8.5
2387,Ryan Lorthridge,4-Jun,190lb,37,2,18.2,2.9,6,0.475,0.1,0.4,0.214,2.8,5.6,0.493,0.482,1.5,2.4,0.648,0.6,1.3,1.9,2.7,0.8,0,1.5,1.1,7.4
2388,Jim Loscutoff,5-Jun,220lb,511,,18.5,2.6,7.6,0.345,,,,2.6,7.6,0.345,0.345,1,1.5,0.653,,,5.6,0.7,,,,2.9,6.2
2389,Plummer Lott,5-Jun,210lb,67,,9.5,0.9,3.2,0.294,,,,0.9,3.2,0.294,0.294,0.3,0.5,0.583,,,1.8,0.6,,,,1.1,2.2
2390,Kevin Loughery,3-Jun,190lb,755,,29.4,5.9,14.3,0.413,,,,5.9,14.3,0.413,0.413,3.5,4.3,0.803,,,3,3.7,,,,3.4,15.3
2391,Bob Love,8-Jun,215lb,789,,31.8,6.9,16.1,0.429,,,,6.9,16.1,0.429,0.429,3.8,4.7,0.805,2,3.7,5.9,1.4,0.8,0.2,,2.7,17.6
2392,Kevin Love,10-Jun,251lb,536,454,32.7,6.1,13.7,0.444,1.5,4.1,0.366,4.6,9.7,0.477,0.498,4.7,5.8,0.817,3.1,8.3,11.5,2.4,0.7,0.5,2,2.1,18.4
2393,Stan Love,9-Jun,215lb,239,,14.7,2.7,6.2,0.44,0,0,,2.7,6.2,0.44,0.44,1.2,1.6,0.751,1,2.2,3.9,0.8,0.5,0.4,0.5,2.5,6.6
2394,Clyde Lovellette,9-Jun,234lb,704,,27.1,6.8,15.3,0.443,,,,6.8,15.3,0.443,0.443,3.4,4.5,0.757,,,9.5,1.6,,,,3.3,17
2395,Sidney Lowe,Jun-00,195lb,193,40,17.7,1,2.8,0.367,0,0.2,0.133,1,2.6,0.38,0.37,0.8,1.1,0.764,0.4,1.3,1.7,3.9,1,0,1,1.5,2.9
2396,Charlie Lowery,3-Jun,185lb,20,,6.7,0.9,1.9,0.447,,,,0.9,1.9,0.447,0.447,0.6,0.9,0.611,,,1,0.7,,,,0.8,2.3
2397,Kyle Lowry,1-Jun,196lb,675,439,30.6,4.4,10.6,0.42,1.5,4.2,0.36,2.9,6.4,0.459,0.491,3.4,4.2,0.798,0.8,3.2,4,5.7,1.4,0.3,2.2,2.7,13.7
2398,Al Lucas,3-Jun,195lb,2,,,0.5,1.5,0.333,,,,0.5,1.5,0.333,0.333,0,0,,,,,1,,,,0,1
2399,Jerry Lucas,8-Jun,230lb,829,,38.8,6.9,13.8,0.499,,,,6.9,13.8,0.499,0.499,3.2,4.1,0.783,0.8,4.3,15.6,3.3,0.4,0.3,,2.9,17
2400,John Lucas,3-Jun,175lb,928,266,27.5,4.2,9.4,0.449,0.4,1.2,0.303,3.9,8.5,0.464,0.463,2,2.6,0.776,0.5,1.8,2.3,7,1.4,0.1,2.1,1.8,10.7
2401,Kalin Lucas,1-Jun,195lb,1,0,6,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,1,0,0,1,0
2402,Maurice Lucas,9-Jun,215lb,1021,244,29.5,5.8,12.3,0.471,0,0.1,0.143,5.8,12.3,0.473,0.472,2.9,3.8,0.765,2.6,6.5,9.1,2.4,0.8,0.6,2.5,3.4,14.6
2403,John Lucas III,11-May,166lb,242,8,12.1,1.9,4.9,0.383,0.7,2,0.344,1.2,2.9,0.409,0.452,0.3,0.4,0.768,0.2,0.7,1,1.5,0.4,0,0.5,0.8,4.7
2404,Ted Luckenbill,6-Jun,205lb,87,,6.9,0.8,2.2,0.367,,,,0.8,2.2,0.367,0.367,0.7,1.1,0.604,,,1.9,0.4,,,,1.2,2.3
2405,Tyronn Lue,Jun-00,175lb,554,173,22.7,3.2,7.3,0.437,0.8,2.1,0.391,2.4,5.2,0.456,0.494,1.3,1.6,0.829,0.2,1.5,1.7,3.1,0.5,0,1.2,1.9,8.5
2406,Jim Luisi,2-Jun,180lb,31,,11.8,1,3.1,0.326,,,,1,3.1,0.326,0.326,0.9,1.3,0.659,,,0.8,1.1,,,,1.5,2.9
2407,Al Lujack,3-Jun,220lb,5,,,0.2,1.6,0.125,,,,0.2,1.6,0.125,0.125,0.4,1,0.4,,,,0,,,,1.2,0.8
2408,Phil Lumpkin,Jun-00,165lb,82,,14.2,1.3,3.1,0.424,,,,1.3,3.1,0.424,0.424,0.7,0.8,0.812,0.2,0.8,1,2.7,0.4,0,,1.3,3.3
2409,Ray Lumpp,1-Jun,178lb,300,,23.4,3,8.1,0.366,,,,3,8.1,0.366,0.366,2.2,2.9,0.767,,,2.2,2.2,,,,2.6,8.2
2410,Timothe Luwawu-Cabarrot,6-Jun,205lb,16,0,6.9,0.7,2.1,0.324,0.1,0.7,0.182,0.6,1.4,0.391,0.353,0.8,1.1,0.667,0.1,0.9,0.9,0.3,0.3,0.2,0.3,0.9,2.3
2411,Trey Lyles,10-Jun,234lb,104,36,18.5,2.7,6.2,0.429,0.7,2.1,0.347,1.9,4.1,0.472,0.488,0.8,1,0.731,0.8,3.1,3.9,0.9,0.4,0.3,0.9,1.5,6.8
2412,R.B. Lynam,1-Jun,190lb,7,,5.6,0.7,2.4,0.294,0,0.1,0,0.7,2.3,0.313,0.294,1,1.1,0.875,,,0.7,0,,,0.7,1.4,2.4
2413,George Lynch,8-Jun,218lb,774,420,22.8,2.7,6,0.446,0.2,0.6,0.306,2.5,5.4,0.462,0.462,1,1.6,0.652,1.9,3.1,5,1.4,1.1,0.3,1.1,2.2,6.6
2414,Kevin Lynch,5-Jun,195lb,95,11,12,1.3,3,0.436,0,0.1,0.333,1.3,2.9,0.44,0.441,0.6,0.9,0.726,0.4,0.8,1.3,1.1,0.5,0.2,0.7,1.6,3.3
2415,Lonnie Lynn,7-Jun,215lb,52,,15,2.2,5.3,0.407,0,0.1,0,2.2,5.2,0.412,0.407,0.7,1.4,0.486,1.6,3.4,5,0.8,,,1.3,2.3,5
2416,Mike Lynn,7-Jun,215lb,49,,8.7,0.9,2.9,0.329,,,,0.9,2.9,0.329,0.329,0.7,1,0.667,,,1.4,0.6,,,,2,2.6
