ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
244,Jerrad Darty,10,,0.8,1,0.8,0.7,0.9,0.778,0.1,0.1,1,0.5,0.6,0.833,0.3,0.1,0.1,0,,,2.2
245,Andre Dasher,87,,1.9,3.5,0.538,1.9,3.3,0.565,0,0.2,0.15,1.5,2.7,0.551,3.3,1.4,0.7,0.2,,,5.3
246,Antwan Dasher,55,,5.1,12,0.427,3.1,6.6,0.475,2,5.4,0.367,5,6.6,0.758,2.4,3.3,1.3,0.2,,,17.2
247,Rafael Dasilva,36,,0.4,1.1,0.342,0.2,0.4,0.438,0.2,0.6,0.273,0.3,0.3,0.75,0.7,0.3,0.2,0.1,,,1.1
248,Raphael daSilva,38,,2.3,5.4,0.422,2.1,4.4,0.485,0.1,1,0.135,1.2,2.1,0.568,3.2,1.2,0.5,0.2,,,5.9
249,Rodrigo DaSilva,22,,0.6,1.6,0.371,0.5,1.4,0.355,0.1,0.2,0.5,0.3,0.8,0.333,1.4,0.1,0.3,0,0.6,,1.5
250,Austin Dassent,9,23.2,4.1,8.7,0.474,1.8,3.6,0.5,2.3,5.1,0.457,1.4,2.1,0.684,4.1,3.8,1,0,3.2,3.1,12
251,Jared Dastrup,8,,0.3,0.5,0.5,0,0,,0.3,0.5,0.5,0,0,,0.1,0.5,0,0,,,0.8
252,Payton Dastrup,7,3.4,0.9,1.7,0.5,0.7,1.4,0.5,0.1,0.3,0.5,0,0,,1.7,0.1,0,0,0.3,0.7,1.9
253,E.J. Datcher,8,8.6,0.4,1,0.375,0.4,1,0.375,0,0,,0.1,0.5,0.25,2.1,0,0.3,0.9,0.3,2,0.9
254,Lamarr Datcher,84,,1,2.6,0.398,1,2.5,0.421,0,0.1,0,0.7,0.9,0.705,1.7,0.3,0.3,0.1,,,2.8
255,Eric Dates,19,,0.9,1.6,0.567,0.5,0.9,0.556,0.4,0.6,0.583,0.5,1.1,0.476,1.4,0.6,0.2,0,,,2.7
256,Mamadou Datt,44,10.1,0.8,1.8,0.45,0.8,1.8,0.456,0,0,0,0.3,0.7,0.367,2.1,0.2,0.2,0.1,0.7,1.9,1.9
257,Ismaila Dauda,38,4.7,0.3,0.7,0.407,0.3,0.7,0.407,0,0,,0.3,0.4,0.706,1,0,0,0.1,0.4,0.7,0.9
258,Brad Daugherty,135,29.4,5.6,9.1,0.62,3.1,5.6,0.561,0,0,0,2.9,4.1,0.7,7.4,1.6,0.7,1.1,2.1,3,14.2
259,Corey Daugherty,27,14.7,1.5,4.4,0.342,0.8,1.5,0.537,0.7,2.9,0.241,0.6,0.9,0.708,1.3,1.1,0.9,0.1,0.9,2,4.4
260,Kyle Daugherty,12,1.3,0.2,0.6,0.286,0.2,0.2,1,0,0.4,0,0.4,0.4,1,0.1,0.1,0,0,0.1,0.3,0.8
261,Ryan Daugherty,22,,3.1,7.9,0.393,2.1,4.7,0.452,1,3.1,0.304,2.1,2.9,0.734,3.6,1.3,0.4,0.1,,,9.3
262,Sean Daugherty,117,,3.4,7.8,0.435,2.9,6.4,0.462,0.5,1.4,0.315,1.8,2.6,0.7,5.5,0.9,0.5,0.4,,,9
263,Ryan Daughtery,24,,1.5,3.8,0.391,0.7,1.8,0.386,0.8,2,0.396,0.5,0.6,0.867,1,0.7,0.4,0,,,4.3
264,Tony Daughtry,111,,2.1,4.5,0.466,1.3,2.6,0.51,0.8,1.9,0.407,1.6,2.3,0.704,1.9,1,0.6,0.2,,,6.7
265,Mike Daum,45,23.4,5.2,9.7,0.539,4.2,7.4,0.57,1,2.2,0.436,4.9,5.8,0.84,6.7,1,0.6,0.4,2.1,2.2,16.3
