ID,NAME,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Simple_PER
1602,Laval Lucas-Perry,99,22.2,1.8,4.9,0.361,0.8,1.7,0.482,1,3.2,0.298,1.8,2.6,0.677,2.4,1.4,0.6,0.1,1.1,1.3,6.3,4.147
704,LaVanne Pennington,57,13.7,1.8,5.4,0.337,1.2,3.1,0.391,0.6,2.2,0.26,0.9,1.3,0.653,2.1,0.4,0.4,0.1,1,1.1,5.1,2.082
643,Lavar Harewood,28,14.4,1.5,4.7,0.321,0.8,2.6,0.315,0.7,2.1,0.328,1.4,2,0.709,2.5,0.9,0.8,0.3,1.2,1.9,5.1,3.386
366,Lavar Neufville,68,17.2,1.3,3.4,0.376,1,2.4,0.42,0.3,1.1,0.278,1,1.6,0.611,1.6,2,0.8,0.1,1.3,0.8,3.9,3.336
2463,LaVell Boyd,41,31.5,5.1,11.8,0.431,2.4,5.4,0.441,2.7,6.4,0.422,2.4,2.9,0.831,3.3,2.6,0.8,0.1,1.7,2.5,15.3,9.089
782,Lavelle Scottie,11,11.5,1.3,3.4,0.378,1.2,3,0.394,0.1,0.4,0.25,1,1.4,0.733,2.5,0.8,0.3,0.1,0.7,1.3,3.6,3.204
1371,Lavon Long,105,28,3.5,7.7,0.462,3.4,7.2,0.474,0.1,0.5,0.28,3,4.2,0.732,5.1,2.1,0.8,0.7,2.4,3.7,10.3,7.85
2449,LaVone Holland,38,29.9,4.2,10.4,0.409,2.8,6.7,0.416,1.4,3.7,0.396,2.3,3.7,0.614,4.2,4,1.1,0.1,3.2,2,12.2,7.762
1597,LaVonte Dority,94,20,2.6,6.2,0.413,1.6,3.7,0.43,1,2.6,0.388,2.3,2.7,0.844,1.4,1.7,0.5,0,1.5,1.4,8.5,3.886
1583,Lavor Postell,129,29.3,3.8,8.9,0.43,3.1,6.7,0.464,0.7,2.2,0.326,2.7,3.4,0.789,5.6,1.6,1,0.4,1.8,1.8,11.1,8.717
914,Lavoris Weathers,50,12.1,0.9,2.5,0.341,0.9,2.5,0.344,0,0,0,0.7,2.1,0.343,2.5,0.2,0.2,0.2,0.7,1.5,2.4,1.66
692,Lavoy Allen,135,34.2,4.4,8.2,0.534,4.2,7.7,0.549,0.1,0.5,0.288,1.6,2.4,0.671,8.5,2.1,0.5,1.6,1.4,1.1,10.5,13.845
543,Lawrence Alexander,131,35.3,4.5,10.4,0.431,2.9,6.3,0.458,1.6,4.1,0.389,2.9,3.7,0.762,4.1,3.1,1,0.2,2.4,1.7,13.4,8.926
2849,Lawrence Bridges,95,18,1.3,2.4,0.531,1.3,2.3,0.536,0,0,0,0.5,1.2,0.43,2.8,0.5,0.4,0.1,1,1.7,3,3.395
3401,Lawrence Brown,83,7.6,0.7,1.4,0.526,0.7,1.3,0.527,0,0,0.5,0.4,0.6,0.674,1.5,0.2,0.2,0.2,0.3,0.9,1.8,2.235
2287,Lawrence Cooks,89,18.8,1.7,4.6,0.379,1,2.2,0.435,0.8,2.3,0.325,1.4,1.7,0.809,2.5,1,0.6,0.1,1.1,1.6,5.6,4.213
221,Lawrence Fejokwu,57,9.7,0.4,1.1,0.391,0.4,1.1,0.397,0,0,0,0.3,0.8,0.386,2,0.1,0.3,0.6,0.6,2,1.2,2.155
1446,Lawrence Funderburke,86,29.5,6,11.2,0.538,6.5,12,0.542,0.1,0.2,0.3,2.5,4,0.613,6.6,1,0.6,1.6,1.8,1.8,14.5,12.032
579,Lawrence Ghoram,120,26.7,2.5,5.8,0.426,2.2,4.9,0.438,0.3,0.9,0.364,1.5,2.3,0.633,3,1,0.6,0.2,1.8,0.7,6.8,3.874
703,Lawrence Gilbert,105,28.9,2.9,7.3,0.397,1.7,3.9,0.439,1.2,3.4,0.351,1.9,2.3,0.823,4.2,0.9,0.6,0.2,2,1.7,8.9,5.524
1496,Lawrence Johnson-Danner,131,25.9,2.8,7,0.396,1,2.3,0.446,1.8,4.7,0.373,1.2,1.4,0.829,2.4,1,0.7,0.1,1.3,1.5,8.5,4.917
2668,Lawrence Miller,46,17.1,2,5.4,0.376,0.6,1.5,0.366,1.5,3.9,0.38,0.6,1,0.609,0.8,1.3,0.5,0.1,1.2,1.2,6.2,2.749
3768,Lawrence Moten,121,34.2,6.9,14.3,0.483,5.3,9.2,0.576,1.6,5.2,0.316,3.8,5.3,0.716,4.9,2.5,1.8,0.7,2.6,2.3,19.3,11.787
850,Lawrence Nwevo,95,12.4,1.7,3.6,0.462,1.7,3.6,0.463,0,0,0,0.7,1.6,0.473,3,0.2,0.2,0.1,0.9,0.7,4.1,2.96
478,Lawrence Paye,9,1.2,0.1,0.7,0.167,0.1,0.2,0.5,0,0.4,0,0.1,0.1,1,0.1,0,0,0,0.1,0,0.3,-0.251
2239,Lawrence Smith,91,10.6,0.7,1.8,0.387,0.7,1.7,0.411,0,0.1,0.083,0.7,1,0.667,1.9,0.3,0.3,0.1,0.6,1.9,2.1,2.091
1223,Lawrence Westbrook,121,26.4,3.4,7.7,0.437,2.2,4.7,0.475,1.2,3,0.379,2,2.5,0.807,2.4,1.8,0.7,0.1,2.1,0.6,9.9,5.23
1421,Lawrence White,38,22.9,2,4.8,0.421,1.6,3.2,0.5,0.4,1.7,0.27,1.1,2.2,0.512,3.2,1.4,1.1,0.3,1.2,2.5,5.6,5.042
1150,Lawson Korita,7,11,0.7,2.3,0.313,0.3,0.6,0.5,0.4,1.7,0.25,0.9,1,0.857,1.1,0.3,0.1,0,0.6,0.7,2.7,1.072
464,Lawson Schaffer,17,2.1,0.2,0.6,0.273,0,0.1,0,0.2,0.6,0.3,0.1,0.2,0.5,0.1,0.1,0.1,0,0.1,0.2,0.6,0.191
1544,Laytwan Porter,42,19.2,2,4.9,0.396,1.1,2.6,0.413,0.9,2.3,0.378,1.1,1.5,0.762,2.4,2.4,1.1,0.2,1.8,2.1,5.9,5.443
230,Lazabian Jackson,60,30.6,3.7,10,0.365,1.7,3.9,0.432,2,6.1,0.322,1.6,2.3,0.693,3.7,2.4,1.8,0.1,2,2.2,10.9,7.456
1453,Lazar Hayward,138,32.3,4.8,10.7,0.452,3.6,7.3,0.497,1.2,3.4,0.357,2.6,3.3,0.789,6.6,0.9,1.1,0.3,1.9,0.8,13.5,9.924
1502,Lazar Trifunovic,84,30.8,5.1,11,0.467,5,10.7,0.47,0.1,0.3,0.346,2.2,3.3,0.659,7.2,1.9,0.6,0.2,3.3,0.5,12.6,8.678
1821,Lazeric Jones,66,30.8,3.8,9.3,0.415,2.6,5.8,0.439,1.3,3.4,0.374,2.3,3,0.769,2.8,3.9,1.4,0.3,2.3,2.3,11.3,8.344
94,Le'Bryan Nash,126,30.9,5,11,0.46,4.8,9.8,0.489,0.2,1.1,0.208,4.3,5.7,0.754,5.1,1.7,0.6,0.6,2.6,3,14.6,7.921
747,Leandro Allende,11,11.5,2,5,0.4,1,1.8,0.55,1,3.2,0.314,1.2,1.5,0.765,2.3,0.6,0.3,0,0.6,2.1,6.2,3.787
1612,LeAntwan Luckett,124,27.3,4.2,10.9,0.385,3.5,8.1,0.427,0.7,2.8,0.26,3.3,4.9,0.67,2.8,1.7,1,0.3,2.1,2.6,12.4,4.488
915,Lebaron Weathers,65,22.6,3.3,8.5,0.395,2.6,6,0.444,0.7,2.5,0.276,1.3,2,0.643,6.1,0.5,0.3,1,1.5,1.4,8.6,7.1
1,Ledell Eackles,59,31.9,8.5,17.6,0.482,6.9,13.2,0.524,1.5,4.3,0.352,4.6,5.9,0.776,4.5,1.6,0.9,0.2,2.9,1.8,23,9.853
3,Ledrick Eackles,107,19.9,2.8,7.8,0.361,1.7,4.4,0.392,1.1,3.4,0.319,2.7,3.7,0.731,3.1,1.5,1,0.1,1.7,2,9.4,4.839
512,Lee Fisher,113,24.1,1.9,4.6,0.419,1.7,3.8,0.438,0.3,0.8,0.33,1.5,2.5,0.606,4.7,1,0.7,0.3,1.4,1.6,5.6,5.953
1028,Lee Goldsbrough,97,8.3,0.4,0.8,0.436,0.3,0.6,0.468,0.1,0.2,0.313,0.2,0.3,0.571,1.6,0.2,0.2,0.1,0.5,1,0.9,1.887
211,Lee Hall,11,2.1,0.3,1,0.273,0.3,0.9,0.3,0,0.1,0,0.2,0.2,1,0.3,0,0.2,0,0.2,0,0.7,0.211
1111,Lee Mayberry,139,32.5,5.2,10.5,0.495,3.6,6.8,0.534,1.6,3.7,0.424,2,2.7,0.724,2.9,5.2,2.1,0.2,1.7,1.7,14,12.737
3351,Lee Moore,33,31.9,4.7,10.5,0.452,3.3,6.5,0.507,1.5,4,0.364,4.4,6,0.741,5.4,3.5,1.4,0.3,2.1,2.1,15.3,11.865
46,Lee Nailon,63,31.9,9.4,17.7,0.532,9.4,17.5,0.536,0.1,0.3,0.294,4.9,6.7,0.728,9.1,2.2,1.5,1,3.2,1.8,23.9,16.868
1748,Lee Skinner,133,30.6,3.4,7.4,0.462,3.3,6.8,0.486,0.1,0.6,0.198,2.4,3.6,0.657,6.9,2,1,0.2,1.7,2.2,9.3,9.756
692,Leek Leek,59,21.2,2,4.9,0.397,1,2.6,0.392,0.9,2.4,0.403,1,1.2,0.781,2.7,0.8,0.4,0.9,1,2.1,5.8,4.754
1792,Lehmon Colbert,120,28.5,4.4,9.5,0.467,3.6,6.9,0.518,0.8,2.6,0.33,2.5,3.7,0.658,6.1,1.8,0.6,0.5,2.7,0.7,12.2,8.636
2539,Leke Solanke,52,5.1,0.2,0.4,0.522,0.2,0.4,0.6,0,0.1,0,0.2,0.3,0.571,0.7,0.1,0.1,0.3,0.3,0.9,0.6,0.921
1386,Lekendric Longmire,84,20.2,2.8,6.1,0.449,2.4,5,0.47,0.4,1.1,0.351,1.2,1.9,0.646,3.1,0.5,0.9,0.2,0.9,0.6,7.1,5.091
1663,Leland Green,9,18.2,1.1,4.4,0.25,0.8,2.4,0.318,0.3,2,0.167,0.4,0.9,0.5,1.9,0.8,0,0,0.7,2.6,3,0.835
719,Leland King,53,19.3,4.1,9.1,0.454,3.3,6.1,0.535,0.8,3,0.287,1.3,2,0.648,5.5,0.9,0.5,0.5,1.6,1.5,10.4,7.705
1522,Len Bias,131,32.8,6.4,11.9,0.536,2.8,5.6,0.491,0.1,0.4,0.273,3.6,4.5,0.795,5.7,1.3,0.6,0.7,2.2,2.5,16.4,8.139
2825,Len Springs,70,15.7,0.9,2.1,0.452,0.9,2.1,0.455,0,0,0,0.5,0.8,0.579,4.3,0.2,0.2,1.9,0.8,2.2,2.4,6.005
3404,Lenell Brown,81,11.8,0.9,2.4,0.379,0.6,1.2,0.47,0.3,1.2,0.286,0.2,0.5,0.488,1.3,0.8,0.4,0,1,0.9,2.4,1.567
605,Lenjo Kilo,32,25.9,3.7,7.8,0.466,3.4,7,0.489,0.3,0.9,0.286,1.9,3.8,0.517,5.5,0.4,0.6,0.8,2,3,9.5,6.424
1256,Lenny Antwi,116,15.5,1.4,3.8,0.375,0.6,1.4,0.399,0.9,2.4,0.361,0.5,0.7,0.75,1.2,0.7,0.3,0,0.6,0.9,4.3,2.479
191,Lenny Young,47,23.5,2.3,6.2,0.373,1.5,4.1,0.377,0.8,2.1,0.366,1,1.7,0.585,2.2,1.4,0.8,0,1.7,1,6.4,3.156
2241,Lenzelle Smith,131,23.7,2.7,6.1,0.439,1.7,3.2,0.515,1,2.8,0.352,1.4,2,0.695,4.2,1.5,0.7,0.1,1,1.6,7.7,7.248
529,Leo Davis,49,18.1,1.5,4.2,0.346,0.6,1.8,0.326,0.9,2.5,0.361,0.5,0.9,0.619,1.1,1.4,0.4,0,1.6,1.1,4.4,1.665
1150,Leo Goodman,45,16.7,2.3,6,0.375,1.2,2.7,0.459,1,3.3,0.307,0.8,0.9,0.81,2.5,0.4,0.4,0.2,0.7,1.8,6.3,3.618
3739,Leo Svete,37,12.9,1.3,4.4,0.298,0.4,1.1,0.385,0.9,3.3,0.27,0.5,0.8,0.679,0.9,0.2,0.2,0,0.6,1.1,4,0.583
366,Leo Vincent,49,21.6,2.8,6.7,0.413,1.6,3,0.531,1.2,3.7,0.317,1.7,2.1,0.822,2,1,0.7,0.1,1.6,1.7,8.4,3.977
2346,Leon Cooper,5,12.6,0.6,2.6,0.231,0.6,2.2,0.273,0,0.4,0,0.2,0.4,0.5,1.8,0.6,0.4,0,2.2,1.4,1.4,-0.246
644,Leon Gibson,59,14.5,1.9,4,0.485,1.9,3.8,0.491,0.1,0.2,0.385,1.3,1.9,0.664,4.6,0.5,0.2,0.5,0.8,1.6,5.3,6.147
809,Leon Gilmore,14,13.2,1.9,4.5,0.429,1.9,3.6,0.51,0.1,0.9,0.083,1.1,2,0.571,3.5,0.6,0.6,0.1,1.3,1.6,5.1,3.944
1236,Leon Tolksdorf,55,10.2,0.7,2.3,0.325,0.3,0.7,0.5,0.4,1.6,0.25,0.2,0.4,0.55,1.7,0.5,0.3,0.2,0.3,1,2.1,2.271
2199,Leon Williams,8,15,2.4,4.8,0.5,2.4,4.6,0.514,0,0.1,0,1.4,2,0.688,2.9,0.5,0.6,0,0.5,2.5,6.1,4.866
1386,Leonard Hayes,95,13.7,1.3,3.6,0.351,0.5,1.2,0.376,0.8,2.4,0.338,0.3,0.4,0.756,1.6,0.6,0.2,0.1,0.4,1.1,3.7,2.624
675,Leonard Washington,115,26.5,3.6,7.1,0.509,3.3,5.7,0.574,0.3,1.3,0.229,2.3,3.5,0.666,6.1,1,1.1,1,1.7,1.8,9.8,9.658
549,LeRon Barnes,112,21.5,1.8,4.2,0.428,1.2,2.6,0.474,0.6,1.6,0.354,0.8,1.2,0.654,4.3,0.9,0.6,0.5,0.7,2.3,4.9,6.526
1699,Leron Black,46,15.8,2.4,5,0.474,2.4,4.8,0.493,0,0.2,0,1.2,1.7,0.724,4.8,0.3,0.3,0.2,1,2.9,6,5.727
472,LeRon Ellis,124,24.2,3.8,7.6,0.497,4.3,8.5,0.507,0.1,0.2,0.286,1.9,3.1,0.615,5.1,1.2,1.2,1.3,1.2,2.9,9.5,9.842
513,Leron Fisher,77,27.6,2.7,7.4,0.363,1.6,4.5,0.362,1.1,2.9,0.365,2.6,3.5,0.733,2.4,2.6,1.7,0.1,2.1,1.9,9,5.714
174,Leroy Isler,62,26.5,2.3,5.9,0.394,1.8,4.4,0.422,0.5,1.5,0.312,2.2,3,0.723,3.3,1.2,0.9,0.1,1.8,2.6,7.3,4.49
1685,Leroy Lutu,46,7.7,0.7,1.7,0.436,0.7,1.4,0.492,0,0.3,0.154,0.2,0.6,0.385,0.7,0.3,0.2,0,0.5,0.7,1.7,0.608
629,LeRoy Nobles,126,34.2,3.7,7.9,0.463,2.2,4.2,0.521,1.5,3.7,0.397,2.8,3.5,0.794,3.4,1.2,0.7,0.1,1.5,1.1,11.6,7.067
780,Les Jepsen,102,16.1,2.2,3.7,0.585,2.5,4.2,0.593,0,0,0.25,1.6,2.6,0.6,5,0.7,0.4,0.6,1.3,1.6,5.9,7.16
1491,Les Simmons,48,13.2,1.4,3.2,0.435,1.2,2.6,0.48,0.2,0.6,0.258,1.1,1.5,0.729,2.3,0.3,0.5,0.1,1.1,1.3,4,2.771
2243,Les Smith,93,7,0.4,1.4,0.302,0.2,0.6,0.3,0.2,0.7,0.303,0.4,0.5,0.81,0.6,0.3,0.2,0,0.5,0.9,1.4,0.637
3408,LeSean Brown,5,5.6,0.4,1.2,0.333,0.2,0.8,0.25,0.2,0.4,0.5,0.4,0.8,0.5,1,0.6,0.2,0,0,0.4,1.4,1.744
3974,LeShaun Murphy,52,12.1,1.6,3.9,0.417,1.5,3.5,0.424,0.1,0.4,0.35,1,1.9,0.546,1.6,0.8,0.4,0.1,1.3,0.9,4.4,1.704
2244,Leslee Smith,74,15.2,1.7,3.5,0.483,1.6,3.2,0.504,0.1,0.3,0.261,0.8,1.4,0.579,3.9,0.7,0.8,0.5,1.3,2.3,4.3,5.338
187,Lesley Varner Jr.,11,12.3,0.7,2.9,0.25,0.3,1.3,0.214,0.5,1.6,0.278,0.5,0.6,0.714,1.6,0.6,0.9,0.3,0.6,1.7,2.4,2.691
231,Leslie Jackson,57,12.3,0.8,2,0.395,0.7,1.5,0.437,0.1,0.5,0.259,0.2,0.4,0.65,2.7,0.4,0.4,0,0.4,0.7,1.9,3.195
1595,Leslie McDonald,125,17,2.3,6.3,0.365,1.1,2.8,0.407,1.2,3.5,0.333,1,1.4,0.694,1.9,0.9,0.4,0.1,0.8,1.7,6.7,3.35
2193,Lester Medford,68,31,2.7,6.9,0.393,1.4,3.4,0.41,1.3,3.5,0.376,1.5,2.2,0.701,1.8,4.8,1.5,0.1,2,2.5,8.3,7.48
2626,Lester Wilson,132,24.5,3.7,9,0.408,1.6,3.3,0.488,2.1,5.7,0.361,1.1,1.5,0.721,3.8,0.5,0.5,0.1,0.9,2.1,10.5,6.362
386,LeTrell Viser,32,22.8,2.2,6.1,0.366,0.8,1.9,0.435,1.4,4.1,0.333,0.3,0.7,0.524,2.5,1.1,1.3,0.5,1.2,2.2,6.2,4.976
356,Levan Patsatsia,70,18.4,1.6,4.1,0.4,1.2,2.5,0.46,0.5,1.6,0.303,0.8,1.4,0.584,2.9,1,0.5,0.2,0.8,1.2,4.6,4.371
820,Levan Shawn Alston,40,15.6,1.6,4.4,0.356,1,2.3,0.441,0.6,2.1,0.262,0.7,1,0.684,1.6,1.6,0.6,0.2,0.4,1.3,4.4,3.961
1535,LeVentrice Gray,30,11.6,0.8,1.6,0.5,0.8,1.6,0.511,0,0,0,0.9,1.2,0.722,1.8,0.2,0.1,0.3,0.4,2,2.5,2.52
2576,Levi Bradley,42,16.8,2.5,5.3,0.469,1.9,3.8,0.506,0.6,1.5,0.375,1.2,1.5,0.803,3.3,0.4,0.4,0.3,0.7,2.1,6.7,5.415
675,Levi Giese,116,15.6,1.5,3.8,0.39,0.7,1.5,0.482,0.8,2.3,0.332,0.4,0.7,0.554,2.3,0.5,0.4,0.9,0.8,2.3,4.1,3.988
1037,Levi Knutson,123,21.5,2.2,4.9,0.456,1.2,2.2,0.531,1,2.7,0.393,0.9,1.1,0.84,2,1,0.4,0,0.7,0.8,6.4,4.367
643,Levi Noel,18,8.2,0.3,1.3,0.217,0.2,0.9,0.176,0.1,0.3,0.333,0.4,0.6,0.7,0.8,0.2,0.2,0,0.6,0.9,1.1,0.383
185,Levi Randolph,135,30.7,3.4,7.7,0.436,2.5,5.1,0.492,0.9,2.7,0.331,2.3,3,0.747,4.3,1.8,1.1,0.2,1.3,2,9.9,8.057
14,Levi Yancy,24,9.8,0.6,1.5,0.378,0.6,1.5,0.4,0,0.1,0,0.4,0.4,1,1.6,0.6,0.3,0.3,0.7,1.3,1.6,2.231
819,Lew Evans,71,19.8,2,5.3,0.375,1.2,2.6,0.46,0.8,2.7,0.292,1.4,2.1,0.673,4.5,0.8,0.4,0.1,1.4,2.8,6.2,5.017
2903,Lew Stallworth,30,15.1,1.4,3.5,0.39,1,2.2,0.448,0.4,1.3,0.289,1.2,1.7,0.7,1.2,1.7,0.3,0.1,1.2,1.1,4.3,2.653
232,Lewis Jackson,121,25.2,2.7,5.9,0.459,2.5,5,0.491,0.2,0.8,0.267,1.7,2.5,0.693,2.9,3.8,0.9,0,1.8,1.5,7.3,7.053
1828,Lewis Jones,122,14.9,1.6,3.9,0.415,1.5,3.4,0.438,0.1,0.5,0.246,1.1,1.8,0.622,2,0.5,0.3,0.1,0.8,1.8,4.5,2.36
785,Lewis Leonard,9,3.6,0.3,1.7,0.2,0.3,1.1,0.3,0,0.6,0,0.2,0.9,0.25,0.7,0,0,0.1,0.3,0.2,0.9,-0.614
1444,Lewis Lott,5,4,0.6,1,0.6,0.4,0.4,1,0.2,0.6,0.333,0,0.2,0,0.2,0.2,0,0,0.2,0.4,1.4,0.666
3633,Lewis Sullivan,59,10.5,1.3,2.5,0.527,1.2,2.1,0.577,0.1,0.4,0.261,0.8,1.2,0.681,2.2,0.7,0.3,0.2,0.6,1.3,3.5,3.609
730,Lewis Thomas,52,10.9,0.5,1.7,0.318,0.3,0.9,0.313,0.3,0.8,0.325,0.2,0.3,0.556,2.1,0.6,0.2,0.3,0.6,0.7,1.5,2.758
2202,Lexus Williams,59,19.7,1.7,4.5,0.383,1,2.3,0.455,0.7,2.2,0.311,1.1,1.4,0.786,1.8,1.9,1,0.1,1.4,1.8,5.3,4.117
240,Lexx Edwards,31,1.7,0,0.2,0.143,0,0.1,0,0,0.2,0.2,0,0.1,0.5,0.5,0.1,0,0,0,0.4,0.1,0.292
388,Leyton Hammonds,96,15.2,1.8,4.5,0.393,1.1,2.2,0.479,0.7,2.3,0.311,0.6,0.9,0.679,2.6,0.5,0.4,0.1,0.8,2.3,4.9,3.533
1269,Liam McCabe-Moran,47,12.1,1.2,3.3,0.35,0.3,0.9,0.364,0.8,2.4,0.345,0.7,1,0.66,1.4,0.6,0.5,0,0.6,1.3,3.8,2.259
1816,Liam McInerney,119,16.7,1,2.4,0.403,0.7,1.6,0.446,0.3,0.8,0.316,0.5,0.8,0.609,2.9,0.8,0.5,0.3,0.8,1.9,2.7,4.108
2020,Liam McManimon,38,3,0.2,0.9,0.212,0.1,0.2,0.25,0.1,0.7,0.2,0.2,0.3,0.8,0.3,0.2,0.1,0,0.2,0.3,0.7,0.167
86,Liam O'Reilly,10,28.6,3,7.5,0.4,1.4,2.8,0.5,1.6,4.7,0.34,0.6,0.8,0.75,3.4,1.2,0.6,0.2,1.2,1.6,8.2,5.832
731,Liam Thomas,97,21.4,2.5,4.6,0.547,2.3,3.8,0.606,0.2,0.8,0.263,1.2,2.1,0.572,4.4,1.5,0.4,2,1.5,2.9,6.4,8.313
985,Lin Chang,29,4.5,0.3,0.9,0.346,0.1,0.5,0.286,0.2,0.4,0.417,0.6,0.8,0.739,1.1,0.1,0.1,0.1,0.4,1,1.4,1.169
534,Lincoln Davis,52,15.8,1.3,3.8,0.343,0.9,2.4,0.395,0.4,1.4,0.257,1.7,2.6,0.654,2,1.2,0.6,0.2,1.1,1.4,4.7,2.934
2451,Linden Smith-Hyde,49,17.3,1.2,3.3,0.375,0.6,1.3,0.492,0.6,2,0.299,0.3,0.6,0.607,2,0.5,0.4,0.1,0.7,1.2,3.4,2.555
1841,Lindsey Drew,46,29.5,1.9,5,0.386,1.3,2.9,0.444,0.6,2,0.301,1.2,1.8,0.671,4.8,3.4,1.5,0.8,1.8,2.8,5.7,9.275
3148,Lindsey Hughey,63,26,3.4,8.1,0.423,2.1,4.5,0.468,1.3,3.6,0.366,2,2.9,0.7,4,2.3,1.2,0.1,2.3,2,10.2,7.116
3272,Lindsey Hunter,119,31.7,7.3,17.8,0.409,4.8,10.7,0.446,2.5,7.1,0.353,3,4.3,0.709,3.2,3.7,2.2,0.3,3.1,2,20.1,9.616
736,Lindy Waters,9,22.6,2.4,5.6,0.44,1.7,3,0.556,0.8,2.6,0.304,1.2,1.7,0.733,2.6,1.1,1.3,0,1.3,1.8,6.9,5.161
497,Lionel Ellison III,31,14,0.3,1.5,0.222,0.2,0.9,0.259,0.1,0.6,0.167,0.9,1.4,0.667,1.6,1.1,0.5,0.1,0.6,1.6,1.6,2.211
991,Lionel Foster,49,20.1,0.4,1.1,0.407,0.4,0.8,0.514,0.1,0.3,0.176,0.8,1.2,0.667,1.5,2.5,0.6,0,1.4,0.9,1.8,3.468
1493,Lionel Simmons,131,38.5,9.5,18.9,0.501,9.1,17.9,0.506,0.4,1,0.415,5.1,7.1,0.722,10.9,2.7,1.8,1.9,2.9,2.2,24.6,20.02
2581,Lionell Holmes,8,2.6,0.6,1.3,0.5,0.1,0.4,0.333,0.5,0.9,0.571,0.4,0.5,0.75,0.3,0,0,0.1,0.3,0,2.1,0.819
815,Lionheart Leslie,39,24.9,2.9,6.3,0.463,2.3,4,0.564,0.7,2.3,0.289,2.6,3.6,0.725,3.5,1.9,0.9,0,1.6,2.7,9.2,6.728
1322,Lis Shoshi,45,22.9,3.1,6.3,0.488,2.8,5.4,0.51,0.3,0.9,0.35,1.4,1.9,0.713,6.1,1.1,0.3,1.1,1,2.8,7.8,9.459
1666,Litterial Green,116,31.9,5.8,13.9,0.418,4,9.2,0.43,1.9,4.7,0.395,4.7,6.4,0.737,2.5,4,1.3,0.1,2.7,2.3,18.2,8.592
1954,Lloyd Hickinson,8,8.1,0.5,2.4,0.211,0.1,1.3,0.1,0.4,1.1,0.333,0.4,0.5,0.75,1.1,0.3,0.1,0.3,0.4,1.3,1.8,0.976
215,Lloyd Neely,47,6.7,0.5,1.2,0.439,0.5,1,0.449,0.1,0.2,0.375,0.3,0.5,0.522,1,0.2,0.1,0.1,0.4,1,1.4,1.357
1100,Lloyd Phillips,64,33.1,3.3,8.4,0.391,1.7,4.2,0.414,1.6,4.2,0.369,2.2,2.9,0.743,2.2,3.9,1.5,0.1,2.5,0.8,10.3,7.037
1416,Logan Aronhalt,132,23.8,3.4,8.6,0.391,1.6,3.9,0.414,1.8,4.7,0.372,1.5,1.9,0.808,3,0.8,0.5,0.3,1.4,0.9,10,5.192
1766,Logan Doyle,14,3.1,0.4,0.9,0.385,0.4,0.9,0.417,0,0.1,0,0.6,0.9,0.75,1.4,0.1,0.1,0.1,0.1,0.3,1.4,1.656
347,Logan Eitel,10,3,0.2,0.5,0.4,0.2,0.4,0.5,0,0.1,0,0.1,0.1,1,0.4,0.2,0,0,0.2,0.2,0.5,0.451
2896,Logan Hovey,14,6.6,0.4,1,0.429,0.4,0.9,0.462,0,0.1,0,0.2,0.6,0.333,1.7,0.2,0.1,0.1,0.2,0.8,1.1,1.751
152,Logan Irwin,7,21.7,1.6,2.1,0.733,0.9,1.1,0.75,0.7,1,0.714,2,2.3,0.875,1.7,2.9,0.3,0,1.9,2.3,5.9,5.74
233,Logan Jackson,10,5.3,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0,0.2,0,0.3,0.4,0,0,0.3,0.8,1,0.475
1260,Logan Johnson,121,28.6,2.2,5.3,0.423,1.7,3.5,0.479,0.5,1.7,0.31,1.5,2,0.714,3.3,2.6,0.9,0.1,2.1,0.6,6.5,5.847
150,Logan Lancon,31,3.7,0.2,1,0.219,0.2,0.5,0.357,0.1,0.6,0.111,0.1,0.2,0.667,0.8,0.1,0.1,0,0.1,0.2,0.6,0.691
1551,Logan Lowery,55,12.2,1.6,3.6,0.432,1.2,2.6,0.454,0.4,1.1,0.379,0.6,0.9,0.723,1.5,0.5,0.3,0.2,1,1.1,4.1,2.241
194,Logan Magnusson,58,8.6,0.6,1.3,0.429,0.4,0.8,0.469,0.2,0.5,0.357,0.2,0.4,0.542,1.9,0.5,0.2,0,0.4,0.9,1.5,2.52
1430,Logan McConathy,119,12.4,0.5,1.9,0.275,0.3,0.9,0.313,0.2,0.9,0.236,0.5,0.6,0.766,0.9,1.4,0.4,0,1.4,0.8,1.7,1.179
1827,Logan McIntosh,10,27.1,3.6,8.1,0.444,3.4,7.1,0.479,0.2,1,0.2,2.6,3.7,0.703,3,4.1,0.9,0.1,2.3,2.6,10,7.23
1960,Logan McLane,64,14.2,1.7,3.6,0.472,1.4,2.7,0.517,0.3,0.9,0.333,0.7,1.1,0.634,2.8,0.5,0.5,0.3,0.9,1.8,4.4,4.104
3683,Logan Mortenson,19,7.4,0.5,1.7,0.273,0.2,0.7,0.286,0.3,1,0.263,0.3,0.3,0.833,1.1,0.4,0.3,0,0.4,0.7,1.5,1.44
765,Logan Nourse,14,1.6,0,0.5,0,0,0.1,0,0,0.4,0,0.1,0.1,0.5,0.2,0.2,0.1,0,0.1,0.1,0.1,0.024
821,Logan Nutt,50,8.8,0.5,1.2,0.371,0.3,0.8,0.421,0.1,0.5,0.292,0.4,0.5,0.692,0.7,1.2,0.1,0,0.8,0.3,1.4,1.155
