Simple_PER,name,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Simple_PER
-1.65,Irv Torgoff,147,0,0,2.4,9.9,0.246,0,0,0,2.4,9.9,0.246,0.246,1.9,2.5,0.771,0,0,0,0.7,0,0,0,3,6.8,-1.65
5.3,Gene Tormohlen,271,0,11.9,1.9,4.6,0.411,0,0,0,1.9,4.6,0.411,0.411,0.6,1,0.579,0,0,4.1,0.9,0,0,0,2,4.4,5.3
2.622,Oscar Torres,82,13,14.4,1.8,4.6,0.401,0.5,1.7,0.317,1.3,2.9,0.45,0.459,1.2,1.5,0.768,0.6,1,1.6,0.5,0.4,0.1,0.7,0.9,5.4,2.622
5.57,Bill Tosheff,203,0,31.2,3.1,9.9,0.315,0,0,0,3.1,9.9,0.315,0.315,2.9,3.7,0.793,0,0,3,3.3,0,0,0,3.2,9.2,5.57
-0.055,Bob Tough,82,0,0,2.8,9.9,0.278,0,0,0,2.8,9.9,0.278,0.278,1.5,2.2,0.713,0,0,0,1.7,0,0,0,1.7,7.1,-0.055
2.934,Axel Toupane,21,0,14.5,1.2,3.3,0.357,0.6,1.9,0.325,0.6,1.4,0.4,0.45,0.6,0.8,0.765,0.4,1.1,1.5,0.7,0.3,0.3,0.3,1.9,3.6,2.934
1.922,Monte Towe,115,0,8.6,1.1,2.8,0.404,0.1,0.7,0.214,1,2.4,0.433,0.418,0.5,0.6,0.783,0.1,0.7,0.8,1.9,0.5,0,1.3,1.3,2.8,1.922
1.37,Keith Tower,53,2,7.8,0.7,1.7,0.429,0,0,0,0.7,1.7,0.433,0.429,0.4,0.7,0.556,0.5,0.8,1.3,0.1,0.1,0.2,0.4,1.3,1.8,1.37
0.885,Blackie Towery,128,0,0,3.3,11.3,0.293,0,0,0,3.3,11.3,0.293,0.293,2.7,3.6,0.748,0,0,0,2.4,0,0,0,3.8,9.4,0.885
2.334,Linton Townes,60,0,9.1,1.8,4.1,0.44,0.2,0.4,0.36,1.7,3.7,0.448,0.458,0.5,0.7,0.75,0.5,0.6,1.1,0.5,0.3,0.1,0.6,1.4,4.3,2.334
18.007,Karl-Anthony Towns,105,105,32.6,7.8,14.8,0.525,0.6,1.7,0.352,7.2,13.1,0.547,0.545,2.9,3.6,0.801,2.9,7.6,10.4,2,0.7,1.6,2.2,3,19,18.007
2.899,Raymond Townsend,154,0,13.1,2,4.9,0.411,0.1,0.4,0.171,2,4.6,0.423,0.415,0.8,1.1,0.703,0.3,0.7,1,1.4,0.6,0.1,0.8,1.3,4.8,2.899
7.03,George Trapp,379,0,18.1,3.7,8.4,0.444,0,0,0,3.7,8.4,0.444,0.444,1.4,1.8,0.752,1,2.4,3.9,1,0.5,0.3,0,2.7,8.8,7.03
5.121,John Trapp,303,0,17.3,3,7.1,0.42,0,0.1,0,3,7.1,0.421,0.42,1.3,1.8,0.717,1.1,1.9,4.4,1,0,0,1,3.1,7.2,5.121
5.376,Robert Traylor,438,73,14.3,1.9,4.1,0.474,0,0.1,0.167,1.9,4,0.478,0.475,0.9,1.6,0.577,1.5,2.2,3.7,0.7,0.6,0.7,0.9,2.5,4.8,5.376
6.606,Gary Trent,506,130,19.5,3.5,7.1,0.501,0,0.1,0.08,3.5,7,0.507,0.501,1.5,2.4,0.643,1.7,2.8,4.5,1,0.4,0.3,1.2,2.2,8.6,6.606
2.074,Jeff Trepagnier,31,0,8.7,1.1,3.3,0.337,0.2,0.4,0.462,0.9,2.8,0.318,0.366,0.5,0.6,0.7,0.5,0.8,1.4,0.7,0.6,0.1,0.8,0.6,2.8,2.074
8.955,John Tresvant,559,0,22,3.4,7.6,0.451,0,0,0,3.4,7.6,0.451,0.451,2.3,3.3,0.693,0,0,6.3,1.4,0,0,0,3.1,9.2,8.955
0.44,Dick Triptow,59,0,0,2,7.2,0.275,0,0,0,2,7.2,0.275,0.275,1.8,2.4,0.727,0,0,0,1.6,0,0,0,1.9,5.7,0.44
9.182,Kelly Tripucka,707,575,29.6,6.3,13.3,0.473,0.2,0.7,0.361,6,12.6,0.479,0.482,4.4,5.2,0.849,1.3,2.5,3.8,3,1,0.2,2.4,2.3,17.2,9.182
2.16,Ansley Truitt,16,0,5.4,1.1,2.6,0.429,0,0,0,1.1,2.6,0.429,0.429,0.2,0.6,0.333,0.6,1.8,2.4,0.1,0,0,0.4,0.6,2.4,2.16
-0.05,Cezary Trybanski,22,0,4.6,0.2,1.1,0.208,0,0,0,0.2,1.1,0.208,0.208,0.2,0.5,0.417,0.3,0.4,0.7,0,0,0.3,0.5,0.7,0.7,-0.05
5.01,Jake Tsakalidis,315,168,15.9,1.8,3.8,0.49,0,0,0,1.8,3.8,0.49,0.49,1.1,1.6,0.657,1.4,2.5,3.9,0.3,0.2,0.7,0.9,2.2,4.8,5.01
3.015,John Tschogl,113,0,10.8,1.1,3.1,0.356,0,0,0,1.1,3.1,0.356,0.356,0.2,0.4,0.581,0.8,1,1.8,0.6,0.4,0.4,0,1.5,2.5,3.015
5.135,Lou Tsioropoulos,157,0,19,2.1,6.8,0.315,0,0,0,2.1,6.8,0.315,0.315,1.5,2.1,0.717,0,0,4.8,1.1,0,0,0,2.9,5.8,5.135
2.271,Nikoloz Tskitishvili,172,16,11.3,1.1,3.6,0.304,0.3,1.1,0.235,0.9,2.6,0.332,0.338,0.5,0.7,0.73,0.6,1.2,1.8,0.7,0.3,0.3,0.7,1.3,2.9,2.271
6.094,Al Tucker,352,0,21.2,4.1,9,0.456,0.3,0.9,0.371,4,8.7,0.458,0.461,1.8,2.5,0.727,1.2,3.7,4.9,1,0,0,1.6,2.3,10.1,6.094
1.557,Alando Tucker,51,1,8.4,1.5,3.6,0.423,0.2,0.7,0.294,1.3,2.9,0.453,0.451,0.9,1.2,0.783,0.6,0.4,1,0.3,0.1,0,0.4,0.4,4.1,1.557
4.205,Anthony Tucker,62,13,15.8,1.5,3.4,0.457,0,0,0,1.5,3.4,0.459,0.457,0.8,1.3,0.614,0.7,2,2.7,1.1,0.7,0.2,0.9,2.1,3.9,4.205
3.945,Jim Tucker,99,0,13.1,1.6,4.5,0.349,0,0,0,1.6,4.5,0.349,0.349,0.9,1.2,0.762,0,0,3.5,0.5,0,0,0,2.4,4.1,3.945
8.856,P.J. Tucker,360,276,27.7,2.9,6.6,0.434,0.7,2.1,0.344,2.1,4.5,0.476,0.489,1.3,1.7,0.748,1.7,4,5.7,1.6,1.1,0.2,1.1,2.2,7.8,8.856
6.284,Trent Tucker,756,207,20.7,3.4,7.4,0.461,0.8,1.9,0.408,2.7,5.6,0.478,0.512,0.6,0.8,0.754,0.7,1.3,2,2,0.9,0.1,0.8,2.1,8.2,6.284
6.945,Ronny Turiaf,473,105,17,1.8,3.4,0.533,0,0,0,1.8,3.4,0.535,0.533,1.1,1.7,0.636,1.1,2.6,3.7,1.3,0.4,1.3,0.8,2.4,4.7,6.945
1.814,Mirsad Turkcan,17,0,5.3,0.8,2.2,0.368,0,0.4,0,0.8,1.9,0.438,0.368,0.3,0.5,0.625,0.8,1.2,1.9,0.3,0.2,0.1,0.5,0.8,1.9,1.814
8.323,Hedo Turkoglu,997,571,26.8,3.9,9.1,0.426,1.2,3.3,0.384,2.6,5.8,0.45,0.495,2.1,2.7,0.784,0.6,3.3,4,2.8,0.8,0.3,1.6,2.4,11.1,8.323
4.808,Andre Turner,170,4,14.8,1.8,4.3,0.422,0.1,0.3,0.237,1.7,3.9,0.439,0.432,0.8,1.1,0.764,0.4,1.2,1.5,3.1,0.8,0,1.2,1.2,4.5,4.808
4.68,Bill Turner,294,0,13.8,2.1,5,0.407,0,0,0,2.1,5,0.407,0.407,1.3,1.8,0.728,0,0,3.5,0.6,0,0,0,2.1,5.4,4.68
5.271,Elston Turner,505,97,17.8,2.1,4.8,0.432,0,0.1,0.152,2.1,4.7,0.437,0.433,0.6,0.8,0.714,1.1,1.6,2.7,1.8,0.9,0.1,0.9,1.8,4.7,5.271
9.628,Evan Turner,493,242,28.4,4.3,9.9,0.431,0.4,1.3,0.303,3.9,8.6,0.451,0.451,1.7,2.2,0.782,0.6,4.5,5.1,3.7,0.8,0.2,1.9,2,10.7,9.628
1.775,Gary Turner,2,0,10.5,1,1,1,0,0,0,1,1,1,1,1,1.5,0.667,0,0,1.5,0,0,0,1,1,3,1.775
1.791,Henry Turner,66,1,7,1.2,2.7,0.453,0,0.1,0.25,1.2,2.6,0.462,0.458,0.9,1.5,0.6,0.6,0.6,1.2,0.4,0.4,0.1,0.6,0.9,3.4,1.791
1.281,Herschell Turner,41,0,12.2,1.2,3.9,0.321,0.1,0.6,0.231,1.1,3.2,0.338,0.34,0.6,1.1,0.489,0,0,1.8,1.1,0,0,1.1,1.8,3.2,1.281
3.595,Jack Turner,65,0,14.2,1.7,4.7,0.36,0,0,0,1.7,4.7,0.36,0.36,0.9,1.2,0.789,0,0,2.4,1.2,0,0,0,1.2,4.3,3.595
3.175,Jack Turner,42,0,13.5,2,5.3,0.38,0,0,0,2,5.3,0.38,0.38,0.8,1,0.762,0,0,2,1,0,0,0,1.2,4.8,3.175
4.908,Jeff Turner,612,235,18.4,2.5,5.4,0.467,0.1,0.3,0.344,2.4,5.1,0.475,0.478,0.9,1.1,0.769,1,2.3,3.3,1,0.4,0.1,1.1,2.9,6,4.908
1.665,John Turner,42,0,8.2,1,2.3,0.439,0,0,0,1,2.3,0.439,0.439,0.7,1.4,0.525,0.9,1,1.9,0.3,0.1,0.1,0.8,1,2.8,1.665
10.2,Myles Turner,82,52,24.3,4.7,9.2,0.507,0.1,0.5,0.279,4.5,8.7,0.521,0.515,2,2.7,0.761,1.3,4.7,6,0.8,0.5,1.6,1.3,2.7,11.5,10.2
0.2,Wayne Turner,3,0,13.7,0.3,2,0.167,0,0,0,0.3,2,0.167,0.167,0.7,2,0.333,0.3,0.7,1,1.7,0,0,1,1.3,1.3,0.2
7.52,Melvin Turpin,361,127,19,3.6,7,0.516,0,0,0.111,3.6,6.9,0.518,0.516,1.3,1.7,0.777,1.6,3,4.6,0.5,0.4,1,1.2,2.4,8.5,7.52
7.412,Dave Twardzik,536,0,24.7,3.1,5.9,0.527,0,0.2,0.245,3.1,5.8,0.532,0.529,3.1,3.8,0.821,0.8,1.6,2.4,3.4,1.4,0.1,2.2,2.7,9.3,7.412
12.08,Jack Twyman,823,0,31.8,7.6,16.9,0.45,0,0,0,7.6,16.9,0.45,0.45,4.1,5.3,0.778,0,0,6.6,2.3,0,0,0,3.4,19.2,12.08
3.484,B.J. Tyler,55,8,14.7,1.3,3.4,0.381,0.3,0.9,0.314,1,2.5,0.406,0.423,0.6,0.9,0.7,0.2,0.9,1.1,3.2,0.7,0,1.8,1.1,3.5,3.484
3.175,Jeremy Tyler,104,23,9.9,1.5,3.4,0.45,0,0,0,1.5,3.3,0.451,0.45,0.6,1,0.557,0.9,1.6,2.6,0.2,0.2,0.4,0.7,1.6,3.6,3.175
9.766,Terry Tyler,871,255,25,4.4,9.1,0.484,0,0.1,0.122,4.4,9,0.488,0.485,1.4,2,0.703,1.8,3.5,5.4,1.2,0.9,1.5,1.3,2.2,10.2,9.766
8.63,Charlie Tyra,348,0,22.4,3.5,9,0.387,0,0,0,3.5,9,0.387,0.387,1.9,2.8,0.672,0,0,7.4,0.9,0,0,0,2.8,8.9,8.63
2.713,Edwin Ubiles,4,0,13,1.3,4.5,0.278,0.3,1.3,0.2,1,3.3,0.308,0.306,0.8,0.8,1,0.5,2,2.5,0.3,0.3,0.3,0.3,0.3,3.5,2.713
5.33,Ekpe Udoh,270,52,16.9,1.5,3.5,0.429,0,0,0,1.5,3.5,0.431,0.429,0.9,1.3,0.72,1.3,1.8,3.2,0.7,0.5,1.2,0.7,2.1,4,5.33
5.259,Ime Udoka,316,80,18.1,1.9,4.7,0.417,0.7,1.9,0.356,1.3,2.7,0.461,0.492,0.6,0.8,0.705,0.7,2.2,2.9,1,0.7,0.2,0.7,1.7,5.2,5.259
6.981,Beno Udrih,814,272,22.1,3.3,7.2,0.462,0.6,1.6,0.349,2.8,5.6,0.496,0.502,1.2,1.5,0.831,0.4,1.7,2.1,3.4,0.7,0.1,1.4,1.6,8.4,6.981
2.649,Roko Ukic,85,0,11.6,1.6,4.2,0.387,0.2,0.9,0.189,1.4,3.3,0.439,0.407,0.6,0.8,0.746,0.3,0.6,0.9,1.9,0.4,0,0.8,1,4,2.649
3.454,Tyler Ulis,13,0,10.9,1.4,3.5,0.4,0.1,0.4,0.2,1.3,3.1,0.425,0.411,0.8,0.9,0.833,0.2,0.5,0.7,1.8,1.2,0.1,0.8,1,3.6,3.454
19.925,Wes Unseld,984,0,36.4,4.4,8.7,0.509,0,0,0.5,4.4,8.7,0.509,0.509,1.9,3,0.633,3.5,8.4,14,3.9,1.1,0.6,1.9,2.8,10.8,19.925
2.375,Hal Uplinger,23,0,11.7,1.4,4.1,0.351,0,0,0,1.4,4.1,0.351,0.351,0.9,1,0.909,0,0,1.3,1.1,0,0,0,1.8,3.7,2.375
3.965,Kelvin Upshaw,120,1,12.7,2.2,4.9,0.453,0.1,0.5,0.237,2.1,4.4,0.477,0.465,0.8,1.1,0.795,0.3,0.9,1.2,2.1,0.7,0.1,1,1.8,5.4,3.965
4.562,Ben Uzoh,60,8,13.5,1.6,4.1,0.395,0.1,0.2,0.333,1.6,3.9,0.397,0.401,0.7,1.3,0.587,0.8,1.3,2.1,2.2,0.5,0.2,0.7,1,4,4.562
3.966,Stephen Vacendak,83,0,22.1,3.8,9.8,0.39,0,0.1,0.2,3.8,9.6,0.393,0.391,2.3,3,0.754,1.3,1.7,2.9,2.3,0,0,1.9,2.3,9.9,3.966
12.155,Jonas Valanciunas,304,298,26.3,4.4,8,0.554,0,0,0,4.4,8,0.554,0.554,2.5,3.3,0.778,2.7,5.6,8.3,0.7,0.4,1.1,1.5,2.9,11.4,12.155
8.003,Darnell Valentine,620,345,23.2,3.2,7.4,0.437,0.1,0.3,0.261,3.1,7.1,0.443,0.442,2.2,2.8,0.787,0.6,1.6,2.1,5,1.5,0.1,2,2.2,8.7,8.003
1.996,Denzel Valentine,16,0,10.8,0.8,2.9,0.277,0.6,2.1,0.273,0.3,0.9,0.286,0.372,0.1,0.1,0.5,0.1,1.4,1.5,0.4,0.3,0.1,0.3,1.2,2.3,1.996
1.196,Ronnie Valentine,24,0,5.1,1.5,4.1,0.378,0,0.1,0.5,1.5,4,0.375,0.383,0.4,0.8,0.474,0.4,0.8,1.3,0.3,0.3,0.2,0.7,1,3.5,1.196
1.6,John Vallely,100,0,8,1.4,3.8,0.379,0,0,0,1.4,3.8,0.379,0.379,0.8,1,0.721,0,0,0.7,0.8,0,0,0,1,3.6,1.6
11.605,Dick Van Arsdale,921,0,34.5,5.9,12.7,0.464,0,0,0,5.9,12.7,0.464,0.464,4.6,5.8,0.79,0.7,1.7,4.1,3.3,0.9,0.2,0,2.8,16.4,11.605
9.3,Tom Van Arsdale,929,0,30.9,5.9,13.7,0.431,0,0,0,5.9,13.7,0.431,0.431,3.5,4.5,0.762,0.8,2.5,4.2,2.2,0.7,0.1,0,3.1,15.3,9.3
1.04,Butch Van Breda Kolff,175,0,0,1.4,4.5,0.305,0,0,0,1.4,4.5,0.305,0.305,2,2.9,0.669,0,0,0,1.5,0,0,0,2,4.7,1.04
7.411,Jan Van Breda Kolff,598,0,23,2.2,4.9,0.444,0,0.1,0.282,2.2,4.9,0.446,0.445,1.8,2.2,0.821,1.3,3,4.3,2,0.8,0.8,1.5,2.6,6.2,7.411
10.479,Nick Van Exel,880,670,32.9,5.3,13,0.405,1.7,4.9,0.357,3.5,8.2,0.433,0.471,2.1,2.7,0.794,0.4,2.5,2.9,6.6,0.8,0.1,2.1,1.6,14.4,10.479
10.794,Keith Van Horn,575,463,31.6,5.9,13.3,0.443,1,2.9,0.361,4.9,10.4,0.466,0.482,3.2,3.8,0.835,2,4.8,6.8,1.6,0.8,0.5,2.2,3,16,10.794
12.97,Norm Van Lier,746,0,35.1,4.4,10.7,0.414,0,0,0,4.4,10.7,0.414,0.414,2.9,3.7,0.78,1.3,3,4.8,7,1.8,0.2,2.1,3.6,11.8,12.97
1.7,Dennis Van Zant,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,1,2,1.7
4.19,Gene Vance,175,0,16.9,3.1,9.9,0.315,0,0,0,3.1,9.9,0.315,0.315,2,2.9,0.687,0,0,3,2.3,0,0,0,3.8,8.3,4.19
0.203,Logan Vander Velden,15,0,2.1,0.2,0.9,0.214,0,0.3,0,0.2,0.6,0.333,0.214,0.2,0.3,0.75,0.1,0.3,0.4,0.1,0,0,0,0.3,0.6,0.203
8.125,Ernie Vandeweghe,224,0,26.1,3.7,8.7,0.421,0,0,0,3.7,8.7,0.421,0.421,2.2,3,0.74,0,0,4.6,2.4,0,0,0,3.4,9.5,8.125
10.552,Kiki Vandeweghe,810,548,30.3,7.6,14.4,0.525,0.3,0.7,0.368,7.3,13.7,0.533,0.534,4.3,4.9,0.872,1.1,2.3,3.4,2.1,0.6,0.3,1.6,1.9,19.7,10.552
4.07,Nick Vanos,68,14,12.4,1.3,3.4,0.383,0,0,0,1.3,3.4,0.386,0.383,0.7,1.2,0.561,1.3,2.2,3.5,0.9,0.3,0.4,1,1.9,3.3,4.07
4.428,David Vanterpool,22,0,18.7,2.1,5,0.418,0,0.3,0,2.1,4.7,0.442,0.418,1.4,2.3,0.6,0.7,1,1.7,3,1,0.1,1.7,2,5.5,4.428
1.414,Fred VanVleet,5,0,2.6,0.6,1,0.6,0.2,0.4,0.5,0.4,0.6,0.667,0.7,0,0,0,0,0.2,0.2,0.4,0.4,0,0.2,0.2,1.4,1.414
2.1,Ratko Varda,1,0,6,2,3,0.667,0,0,0,2,3,0.667,0.667,1,1,1,0,1,1,0,0,0,1,3,5,2.1
10.656,Anderson Varejao,619,208,24.2,2.9,5.7,0.511,0,0.1,0.024,2.9,5.6,0.517,0.511,1.5,2.4,0.631,2.4,4.8,7.3,1.2,0.9,0.7,0.9,2.6,7.4,10.656
3.675,Jarvis Varnado,37,0,10.7,1.1,1.8,0.582,0,0,0,1.1,1.8,0.582,0.582,0.8,1.5,0.518,0.6,1.4,1.9,0.4,0.3,0.8,0.4,1.9,2.9,3.675
7.744,Greivis Vasquez,401,157,23.7,3.4,8.2,0.418,1,2.9,0.349,2.4,5.3,0.456,0.48,1.1,1.3,0.817,0.3,2.2,2.5,4.8,0.6,0.1,1.9,1.9,9,7.744
3.932,Chico Vaughn,491,0,25.7,4.4,11.1,0.392,1.9,6.2,0.301,3.7,9,0.412,0.42,2.5,3.4,0.738,0.7,1.5,2.5,2.1,0,0,2.1,2.3,11.9,3.932
12.15,David Vaughn,93,0,27.9,4.7,11.1,0.421,0,0,0,4.7,11.1,0.422,0.421,1.4,2.5,0.549,3.1,6.8,9.8,1.5,0.8,1.4,2.2,3.1,10.7,12.15
3.69,David Vaughn,118,8,9.8,1.2,2.7,0.423,0,0,0,1.2,2.7,0.425,0.423,0.6,0.9,0.638,1.1,1.9,3.1,0.3,0.3,0.4,0.8,1.8,2.9,3.69
4.003,Jacque Vaughn,776,123,16.3,1.7,3.9,0.429,0.1,0.3,0.352,1.6,3.6,0.437,0.445,1,1.3,0.779,0.2,1.1,1.3,2.5,0.5,0,1,1.6,4.5,4.003
2.047,Rashad Vaughn,81,6,14.1,1.3,4,0.319,0.7,2.2,0.304,0.6,1.7,0.338,0.405,0.1,0.2,0.8,0.1,1.1,1.2,0.5,0.4,0.2,0.4,1,3.3,2.047
-1.19,Virgil Vaughn,17,0,0,0.9,4.6,0.192,0,0,0,0.9,4.6,0.192,0.192,0.9,1.6,0.536,0,0,0,0.6,0,0,0,1.1,2.6,-1.19
10.086,Loy Vaught,689,354,24.7,4.4,8.8,0.504,0,0.1,0.244,4.4,8.7,0.508,0.506,1.2,1.7,0.718,2.2,4.9,7.1,0.9,0.7,0.3,1.2,2.4,10.1,10.086
7.493,Bob Verga,342,0,31.4,7.6,17.4,0.438,0.4,1.3,0.296,7.3,16.2,0.449,0.449,4.6,6.1,0.749,1.9,2,3.9,2.9,0.6,0,3.1,2.9,20.2,7.493
3.695,Pete Verhoeven,282,27,11.4,1.5,3,0.505,0,0,0.25,1.5,3,0.506,0.505,0.5,0.7,0.689,1,1.3,2.3,0.5,0.5,0.2,0.6,2.2,3.5,3.695
5.125,Jan Vesely,162,25,15.2,1.6,3.1,0.521,0,0,0,1.6,3.1,0.523,0.521,0.4,1,0.408,1.4,2.1,3.5,0.6,0.7,0.5,0.8,2.4,3.6,5.125
1.807,Gundars Vetra,13,0,6.8,1.5,3.1,0.475,0.2,0.2,1,1.2,2.8,0.432,0.513,0.3,0.5,0.667,0.3,0.3,0.6,0.5,0.2,0,0.2,0.9,3.5,1.807
1.5,Joao Vianna,1,0,9,1,2,0.5,0,0,0,1,2,0.5,0.5,0,0,0,0,0,0,2,0,0,1,3,2,1.5
7.597,Charlie Villanueva,656,163,20.7,4,9.3,0.435,1.1,3.2,0.341,3,6.1,0.484,0.494,1.2,1.6,0.772,1.2,3.4,4.6,0.8,0.5,0.5,1,2.2,10.4,7.597
9.74,Jay Vincent,576,225,27,6.1,12.8,0.474,0,0,0.148,6.1,12.7,0.475,0.474,3,3.9,0.784,1.7,3.8,5.5,2,0.7,0.3,1.9,2.8,15.2,9.74
6.577,Sam Vincent,396,168,19,2.9,6.5,0.449,0,0.2,0.182,2.9,6.3,0.458,0.452,1.9,2.2,0.863,0.4,1.7,2.1,3.9,0.7,0.2,1.7,1.5,7.8,6.577
1.307,Marcus Vinicius,26,0,6.6,0.6,1.3,0.457,0.3,0.7,0.421,0.3,0.6,0.5,0.571,0.4,0.7,0.556,0.1,0.6,0.7,0.3,0.1,0.1,0.3,0.5,1.9,1.307
-0.47,Fred Vinson,13,0,5.2,0.5,1.8,0.25,0.2,1,0.231,0.2,0.8,0.273,0.313,0.2,0.2,0.667,0,0.1,0.1,0.1,0.2,0,0.5,0.5,1.3,-0.47
6.506,Claude Virden,31,0,26.6,4.2,10.5,0.398,0,0.1,0,4.2,10.5,0.4,0.398,1.5,1.9,0.78,1.6,3.4,5,2.4,0,0,1.6,2.7,9.9,6.506
1.75,Gary Voce,1,0,4,1,3,0.333,0,0,0,1,3,0.333,0.333,0,0,0,2,0,2,0,0,0,0,0,2,1.75
0.49,Floyd Volker,54,0,0,3,9.8,0.309,0,0,0,3,9.8,0.309,0.309,1.3,2.4,0.55,0,0,0,2.1,0,0,0,3.1,7.4,0.49
5.795,Alexander Volkov,149,31,16.5,2.6,5.7,0.455,0.3,1,0.333,2.3,4.8,0.48,0.483,1.3,2.1,0.613,1,1.5,2.6,2.2,0.7,0.3,1,2.3,6.8,5.795
2.09,Whitey Von Nieda,59,0,0,2,5.7,0.357,0,0,0,2,5.7,0.357,0.357,1.2,1.9,0.635,0,0,0,2.4,0,0,0,2.2,5.3,2.09
4.516,Noah Vonleh,121,57,13.4,1.4,3.3,0.409,0.2,0.6,0.282,1.2,2.7,0.44,0.436,0.5,0.7,0.739,1,2.6,3.7,0.3,0.3,0.3,0.6,1.6,3.4,4.516
4.5,Jake Voskuhl,450,93,14.3,1.5,3.1,0.487,0,0,0.333,1.5,3.1,0.488,0.488,1,1.5,0.714,1.2,2.2,3.4,0.5,0.3,0.4,0.8,2.6,4,4.5
6.32,Danny Vranes,510,246,20.8,2.1,4.2,0.496,0,0,0.105,2.1,4.1,0.499,0.496,1,1.7,0.57,1.5,2.4,3.9,1.2,0.7,0.5,1,2.7,5.1,6.32
-0.75,Slavko Vranes,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.75
4.28,Stojko Vrankovic,170,73,12.1,1.2,2.4,0.477,0,0,0,1.2,2.4,0.477,0.477,0.5,0.8,0.598,0.9,2.1,3,0.3,0.1,1.1,0.8,1.9,2.8,4.28
3.411,Brett Vroman,11,0,8.5,0.9,2.5,0.37,0,0.1,0,0.9,2.4,0.385,0.37,1.3,1.7,0.737,0.6,1.6,2.3,0.8,0.5,0.5,0.8,2.4,3.1,3.411
3.34,Jackson Vroman,87,20,12.8,1.2,3,0.408,0,0,0,1.2,3,0.412,0.408,0.8,1.4,0.58,1.1,1.9,3,0.6,0.4,0.3,1,2.1,3.3,3.34
15.266,Nikola Vucevic,348,299,29.9,6.4,12.7,0.506,0,0.1,0.283,6.4,12.6,0.508,0.507,1.5,2,0.724,2.9,7,9.9,1.9,0.8,0.9,1.7,2.7,14.4,15.266
4.355,Sasha Vujacic,554,54,15.6,1.9,4.8,0.394,0.9,2.5,0.369,1,2.3,0.421,0.491,0.7,0.8,0.865,0.4,1.6,1.9,1.3,0.6,0.1,0.6,1.5,5.4,4.355
15.161,Dwyane Wade,875,865,35.6,8.5,17.5,0.487,0.5,1.6,0.288,8.1,15.9,0.507,0.5,6,7.8,0.768,1.3,3.6,4.8,5.7,1.7,0.9,3.3,2.3,23.6,15.161
3.212,Mark Wade,12,0,10.5,0.3,1.7,0.15,0,0.2,0,0.3,1.5,0.167,0.15,0.2,0.3,0.5,0.3,1,1.3,3,0.6,0.1,1.1,1.1,0.7,3.212
2.616,Von Wafer,200,14,12.4,2,4.6,0.42,0.5,1.6,0.325,1.4,3.1,0.469,0.475,0.9,1.1,0.751,0.2,1,1.2,0.7,0.4,0.1,0.6,0.8,5.3,2.616
0.845,Clint Wager,63,0,0,0.9,3.2,0.281,0,0,0,0.9,3.2,0.281,0.281,0.5,0.7,0.617,0,0,0,1.4,0,0,0,2.8,2.3,0.845
3.433,Dajuan Wagner,103,28,21.4,3.4,9.4,0.366,0.9,2.8,0.321,2.5,6.6,0.385,0.414,1.6,2.1,0.77,0.3,1.1,1.4,1.9,0.7,0.1,1.3,2.1,9.4,3.433
2.045,Danny Wagner,11,0,0,1.7,4.9,0.352,0,0,0,1.7,4.9,0.352,0.352,2.8,3.2,0.886,0,0,0,1.6,0,0,0,2,6.3,2.045
2.685,Milt Wagner,53,5,9.4,1.6,3.8,0.422,0.2,0.5,0.296,1.5,3.3,0.441,0.441,0.7,0.8,0.875,0.1,0.6,0.7,1.4,0.2,0.1,0.6,1.1,4.1,2.685
1.113,Phillip Wagner,12,0,15,0.9,3.4,0.268,0.1,0.3,0.25,0.8,3.1,0.27,0.28,1.1,1.4,0.765,0.7,1.3,1.9,1.2,0,0,1.5,2.3,3,1.113
6.473,Dion Waiters,305,126,28.5,5,12.1,0.41,1.1,3.3,0.335,3.9,8.8,0.437,0.455,1.9,2.7,0.704,0.5,2.1,2.6,2.5,1,0.3,1.8,2,12.9,6.473
3.45,Granville Waiters,249,39,10.2,1.1,2.4,0.458,0,0,0,1.1,2.3,0.462,0.458,0.3,0.5,0.559,0.7,1.4,2.2,0.5,0.2,0.7,0.6,1.6,2.4,3.45
0.915,Andre Wakefield,81,0,7.8,0.8,2.4,0.354,0,0,0,0.8,2.4,0.354,0.354,0.6,0.9,0.708,0.3,0.7,1,0.9,0.2,0,1,1,2.3,0.915
13.15,Neal Walk,568,0,24.4,5.2,11.2,0.459,0,0,0,5.2,11.2,0.459,0.459,2.3,3,0.758,1.8,4.8,7.7,2.1,0.6,0.4,0,3.1,12.6,13.15
4.195,Andy Walker,40,0,11,1.8,3.9,0.462,0,0,0,1.8,3.9,0.462,0.462,0.9,1.2,0.766,0.6,1.3,1.9,0.8,0.5,0.2,0,1.5,4.5,4.195
12.588,Antoine Walker,893,707,35.3,6.8,16.5,0.414,1.6,4.8,0.325,5.3,11.7,0.45,0.461,2.3,3.7,0.633,2.1,5.6,7.7,3.5,1.2,0.5,2.8,2.8,17.5,12.588
