Simple_PER,name,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Simple_PER
8.209,Rick Fox,930,587,25.5,3.6,8.1,0.45,0.8,2.4,0.349,2.8,5.7,0.492,0.501,1.5,2,0.77,1.1,2.7,3.8,2.8,1,0.4,1.7,2.9,9.6,8.209
6.556,Randy Foye,698,394,26.2,3.7,9.3,0.402,1.5,4.1,0.368,2.2,5.2,0.429,0.483,1.7,2,0.851,0.3,1.9,2.2,2.9,0.7,0.3,1.5,2.2,10.7,6.556
7,Adonal Foyle,733,269,17.8,1.8,3.8,0.477,0,0,0,1.8,3.8,0.477,0.477,0.5,1,0.499,1.8,2.9,4.7,0.5,0.4,1.6,0.8,2.1,4.1,7
2.779,Richie Frahm,140,2,10.5,1.3,3.1,0.411,0.7,1.9,0.356,0.6,1.2,0.5,0.521,0.4,0.5,0.81,0.3,0.9,1.2,0.6,0.3,0.1,0.3,0.9,3.6,2.779
13.249,Steve Francis,576,543,37.6,6.2,14.4,0.429,1,2.9,0.341,5.2,11.4,0.451,0.463,4.8,6.1,0.797,1.7,3.9,5.6,6,1.5,0.4,3.5,3.1,18.1,13.249
5.545,Tellis Frank,264,81,17.8,2.4,5.5,0.439,0,0,0,2.4,5.5,0.44,0.439,1.6,2.2,0.741,1.4,2.5,3.9,1,0.6,0.4,1.2,3,6.5,5.545
-1.475,Nat Frankel,6,0,0,0.7,4.5,0.148,0,0,0,0.7,4.5,0.148,0.148,1.3,2,0.667,0,0,0,0.5,0,0,0,1,2.7,-1.475
1.715,Jamaal Franklin,24,0,7.3,0.7,1.7,0.415,0.3,0.5,0.462,0.5,1.2,0.393,0.488,0.1,0.1,1,0.2,0.8,1,0.4,0.2,0.1,0.6,1.1,1.8,1.715
3.466,William Franklin,107,0,11.8,2.4,5.9,0.415,0,0.1,0.25,2.4,5.8,0.417,0.417,1.2,2,0.601,1.6,2.1,3.7,0.6,0.2,0.1,1.4,2,6.1,3.466
6.64,Ronald Franz,403,0,24.6,4.4,9.8,0.447,0.1,0.5,0.279,4.2,9.3,0.456,0.454,2.9,4.1,0.703,1.7,3.3,5.3,1.7,0,0,1.9,2.8,11.7,6.64
7.054,Tim Frazier,85,27,19.8,2.4,5.8,0.411,0.5,1.4,0.328,1.9,4.4,0.437,0.45,1.3,1.8,0.721,0.5,2,2.5,4.6,0.7,0.1,1.8,1.9,6.5,7.054
15.833,Walt Frazier,825,0,37.5,7.4,15.2,0.49,0,0.3,0,7.4,15.2,0.49,0.49,4,5.1,0.786,1.1,4.2,5.9,6.1,1.9,0.2,2.1,2.6,18.9,15.833
7.445,Will Frazier,153,0,22.9,3.8,9.1,0.415,0,0,0.5,3.8,9,0.415,0.415,2.3,3.7,0.61,2,3.6,7.1,1.1,0,0,1.5,2.7,9.8,7.445
3.171,Anthony Frederick,147,29,11.2,2,4.5,0.439,0,0.1,0.273,1.9,4.4,0.445,0.443,0.9,1.3,0.699,0.9,1,1.9,0.9,0.5,0.3,0.9,1.4,4.9,3.171
3.067,Jimmer Fredette,235,7,13.4,2.2,5.3,0.412,0.8,2.2,0.381,1.4,3.2,0.432,0.489,0.8,0.9,0.876,0.2,0.8,1,1.4,0.4,0,0.9,0.9,6,3.067
8.811,World B. Free,886,345,30.4,7.3,16.1,0.456,0.4,1.1,0.337,7.1,15.4,0.461,0.463,5.3,7.1,0.753,1.1,1.6,2.7,3.7,1,0.3,2.5,2.6,20.3,8.811
4.525,Joel Freeland,151,9,12.1,1.4,3,0.459,0,0,0,1.4,3,0.461,0.459,0.4,0.5,0.728,1.3,2.2,3.4,0.4,0.2,0.4,0.5,1.7,3.2,4.525
8.941,Donnie Freeman,648,0,32.4,7,15.4,0.456,0,0.1,0.151,7,15.3,0.459,0.457,4.8,6,0.8,1.5,1.9,3.5,3.5,0.8,0.2,2.4,2.7,18.9,8.941
3.43,Gary Freeman,52,0,7.3,1.3,2.6,0.515,0,0,0,1.3,2.6,0.515,0.515,0.6,0.8,0.725,0,0,2,0.7,0,0,0,1.3,3.2,3.43
2.245,Rod Freeman,35,0,7.6,1.1,2.9,0.379,0,0,0,1.1,2.9,0.379,0.379,0.8,1.2,0.683,0.6,0.9,1.5,0.4,0.3,0,0,1.2,3,2.245
2.218,Matt Freije,42,11,14,1.3,4.3,0.293,0.4,1.8,0.224,0.9,2.5,0.343,0.34,0.2,0.3,0.714,0.6,1.5,2,0.6,0.4,0.1,0.5,1.3,3.2,2.218
-0.31,Frido Frey,23,0,0,1.2,4.2,0.289,0,0,0,1.2,4.2,0.289,0.289,1.4,2.4,0.571,0,0,0,0.6,0,0,0,1.6,3.8,-0.31
3.09,Larry Friend,44,0,12.9,1.7,5.1,0.327,0,0,0,1.7,5.1,0.327,0.327,0.6,0.9,0.659,0,0,2.4,1.1,0,0,0,1.2,4,3.09
1.785,Pat Frink,48,0,7.6,1,3.1,0.34,0,0,0,1,3.1,0.34,0.34,0.5,0.6,0.793,0,0,0.9,1.1,0,0,0,1.1,2.6,1.785
3.325,Jim Fritsche,84,0,16.3,1.6,5.1,0.309,0,0,0,1.6,5.1,0.309,0.309,0.7,1,0.738,0,0,3,0.9,0,0,0,1.6,3.9,3.325
8.26,Channing Frye,742,423,23.7,3.5,8,0.439,1.2,3,0.39,2.3,4.9,0.469,0.513,1.1,1.3,0.821,1,3.8,4.8,1,0.5,0.7,1,2.7,9.3,8.26
5.186,Bernie Fryer,120,0,19.8,2.5,5.5,0.447,0,0.1,0,2.5,5.5,0.447,0.447,1.4,1.7,0.786,0.7,1.2,1.9,3,1,0.1,1.9,2.2,6.3,5.186
-1.39,Frank Fucarino,28,0,0,1.9,7.1,0.268,0,0,0,1.9,7.1,0.268,0.268,1.2,2.1,0.567,0,0,0,0.3,0,0,0,1.4,5,-1.39
-0.125,Herm Fuetsch,42,0,0,1,3.3,0.3,0,0,0,1,3.3,0.3,0.3,0.6,1,0.625,0,0,0,0.4,0,0,0,0.9,2.6,-0.125
4.48,Joe Fulks,489,0,23.4,5.8,19.1,0.302,0,0,0,5.8,19.1,0.302,0.302,4.8,6.3,0.766,0,0,5.3,1.2,0,0,0,3.6,16.4,4.48
5.105,Carl Fuller,76,0,16,2.3,5.1,0.456,0,0,0,2.3,5.1,0.457,0.456,1.1,1.8,0.6,1.4,3.3,4.7,0.8,0,0,1.1,2.9,5.7,5.105
2.225,Hiram Fuller,4,0,10.8,0.8,2,0.375,0,0,0,0.8,2,0.375,0.375,0.5,1.5,0.333,1,1.8,2.8,0.5,0,0.3,1,1.3,2,2.225
3.48,Todd Fuller,225,23,11.1,1.4,3.3,0.422,0,0,0,1.4,3.3,0.424,0.422,0.9,1.3,0.668,1.1,1.9,3,0.2,0.2,0.3,0.6,1.6,3.7,3.48
3.976,Tony Fuller,15,0,16.5,1.6,4.4,0.364,0,0.1,0,1.6,4.3,0.369,0.364,0.8,1.1,0.75,0.9,1.9,2.8,1.9,0.7,0.1,1.5,1.7,4,3.976
5.331,Lawrence Funderburke,318,7,14.9,2.6,5.1,0.506,0,0.1,0.118,2.5,5,0.51,0.506,1.3,1.9,0.675,1.4,2.2,3.6,0.6,0.3,0.3,0.7,1.1,6.4,5.331
5.811,Terry Furlow,239,0,20.1,4.4,9.5,0.459,0.3,1.1,0.293,4.3,9.2,0.466,0.465,1.8,2.1,0.862,0.9,1.2,2.1,2.4,0.7,0.3,1.8,1.2,10.7,5.811
3.445,Bill Gabor,307,0,19.4,3.5,10.2,0.344,0,0,0,3.5,10.2,0.344,0.344,2.7,3.7,0.737,0,0,1.8,2,0,0,0,3.4,9.8,3.445
6.29,Dan Gadzuric,527,164,14.8,2,4,0.5,0,0,0,2,4,0.501,0.5,0.7,1.4,0.498,1.7,2.7,4.4,0.4,0.5,0.9,0.7,2.4,4.7,6.29
0,Deng Gai,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.105,Elmer Gainer,20,0,0,0.5,2.2,0.227,0,0,0,0.5,2.2,0.227,0.227,0.5,0.7,0.643,0,0,0,0.5,0,0,0,1.8,1.5,-0.105
0.5,Bill Gaines,1,0,5,1,2,0.5,0,0,0,1,2,0.5,0.5,0,0,0,1,0,1,0,0,0,1,0,2,0.5
4.036,Corey Gaines,80,10,12.5,1.2,2.7,0.424,0.1,0.6,0.229,1,2.1,0.479,0.449,0.7,0.9,0.736,0.2,0.7,0.9,3.1,0.5,0.1,0.9,1.2,3.1,4.036
2.043,David Gaines,3,0,12,1.3,5.3,0.25,0.3,0.3,1,1,5,0.2,0.281,0.3,0.7,0.5,0,0,3.3,0,0,0,0,1.3,3.3,2.043
1.064,Reece Gaines,71,1,8.5,0.7,2.1,0.324,0.1,0.4,0.269,0.6,1.7,0.336,0.348,0.3,0.5,0.606,0.1,0.6,0.7,0.7,0.2,0,0.4,0.6,1.7,1.064
3.468,Sundiata Gaines,113,12,11.6,1.6,4.1,0.397,0.4,1.3,0.301,1.2,2.8,0.442,0.445,0.9,1.6,0.562,0.4,1.1,1.5,1.8,0.7,0,0.8,0.9,4.5,3.468
8.491,Mike Gale,842,70,24.5,3.1,6.7,0.464,0,0.1,0.187,3.1,6.6,0.469,0.466,1.1,1.5,0.781,0.8,2.1,2.9,3.7,1.8,0.5,1.7,2.3,7.4,8.491
1.875,Chad Gallagher,2,0,1.5,1.5,1.5,1,0,0,0,1.5,1.5,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1.875
14.91,Harry Gallatin,682,0,31.9,4.1,10.3,0.398,0,0,0,4.1,10.3,0.398,0.398,4.7,6.1,0.773,0,0,11.9,1.8,0,0,0,3.1,13,14.91
9.699,Danilo Gallinari,417,347,30.9,4.5,10.9,0.414,1.8,4.9,0.366,2.7,6,0.454,0.496,4.2,4.9,0.855,0.8,3.8,4.6,1.9,0.8,0.5,1.3,1.9,14.9,9.699
7.859,Langston Galloway,150,48,26.5,3.4,8.7,0.395,1.2,3.4,0.354,2.2,5.3,0.421,0.464,1.1,1.4,0.774,0.6,3,3.6,2.6,1,0.2,0.9,2.3,9.2,7.859
7.82,Dave Gambee,750,0,19.6,3.8,8.9,0.42,0,0,0,3.8,8.9,0.42,0.42,3.1,3.7,0.822,0,0,5.2,1,0,0,0,2.9,10.6,7.82
6.91,Kevin Gamble,649,270,22.4,3.9,7.9,0.502,0.4,1,0.36,3.6,6.9,0.522,0.524,1.2,1.5,0.81,0.6,1.7,2.2,2,0.7,0.3,0.9,1.9,9.5,6.91
-0.305,Bob Gantt,23,0,0,1.3,3.9,0.326,0,0,0,1.3,3.9,0.326,0.326,0.6,1.2,0.464,0,0,0,0.2,0,0,0,2,3.1,-0.305
8.208,Jorge Garbajosa,74,60,26.8,3.1,7.5,0.415,1,2.8,0.344,2.1,4.7,0.458,0.48,0.8,1.1,0.731,0.7,4,4.7,1.7,1.1,0.2,0.9,1.2,8,8.208
2.135,Ruben Garces,13,0,5.6,0.5,1.7,0.318,0,0,0,0.5,1.7,0.318,0.318,0.2,0.6,0.25,1.2,1,2.2,0.4,0.2,0.2,0.4,1.1,1.2,2.135
2.823,Alex Garcia,10,3,15.9,1.9,5.9,0.322,0.5,1.8,0.278,1.4,4.1,0.341,0.364,0.4,0.6,0.667,0.7,0.8,1.5,1.8,0.6,0.1,0.9,1.5,4.7,2.823
6.295,Francisco Garcia,549,137,21.6,2.8,6.7,0.427,1.1,3,0.357,1.8,3.7,0.484,0.507,1.1,1.4,0.799,0.5,2,2.6,1.4,0.8,0.7,1,2.2,7.9,6.295
2.606,Chuck Gardner,42,0,11.6,1.7,4.2,0.406,0,0.1,0,1.7,4.1,0.415,0.406,1.3,1.9,0.696,0,0,3.2,0.3,0,0,1.2,1.8,4.7,2.606
0.41,Earl Gardner,50,0,0,0.8,2,0.376,0,0,0,0.8,2,0.376,0.376,0.3,0.6,0.464,0,0,0,0.4,0,0,0,1,1.8,0.41
1.87,Kenneth Gardner,9,0,5.7,0.7,2,0.333,0,0,0,0.7,2,0.333,0.333,0.2,0.2,1,0.9,0.6,1.4,0.3,0.2,0.1,0.1,1,1.6,1.87
0.593,Thomas Gardner,20,0,7.2,0.9,3,0.305,0.4,1.8,0.2,0.6,1.2,0.458,0.364,0.1,0.3,0.333,0.2,0.4,0.6,0.2,0.2,0.1,0.4,0.4,2.3,0.593
5.255,Vern Gardner,151,0,18.8,3.4,9.9,0.344,0,0,0,3.4,9.9,0.344,0.344,2.1,2.8,0.748,0,0,4,1.6,0,0,0,2.9,8.9,5.255
0,Jack Garfinkel,92,0,0,2.3,8.2,0.275,0,0,0,2.3,8.2,0.275,0.275,0.7,1,0.705,0,0,0,1.5,0,0,0,1.7,5.2,0
4.312,Gary Garland,78,0,14.2,2,4.6,0.435,0.1,0.2,0.316,1.9,4.3,0.442,0.444,0.2,0.3,0.692,0.6,1.1,1.8,1.9,0.7,0.1,0.9,1,4.3,4.312
8.465,Winston Garland,511,315,26.2,3.7,8.7,0.43,0.1,0.5,0.281,3.6,8.2,0.44,0.438,1.8,2.1,0.83,0.8,2,2.8,4.7,1.3,0.2,1.9,2.4,9.4,8.465
8.12,Dick Garmaker,421,0,28.9,4.8,11.9,0.403,0,0,0,4.8,11.9,0.403,0.403,3.7,4.7,0.787,0,0,4.2,2.6,0,0,0,2.8,13.3,8.12
1.29,Bill Garner,53,0,9.7,0.5,1.9,0.272,0,0,0,0.5,1.9,0.275,0.272,0.5,0.9,0.5,0,0,2.2,0.5,0,0,0.9,1.9,1.5,1.29
1.86,Chris Garner,46,0,9.6,0.7,2.3,0.28,0.1,0.5,0.19,0.6,1.9,0.302,0.299,0.2,0.3,0.615,0.2,0.6,0.8,1.4,0.6,0.1,0.7,1.5,1.6,1.86
6.58,Bill Garnett,300,62,17.5,1.9,3.9,0.49,0,0,0,1.9,3.9,0.494,0.49,1.6,2.3,0.72,1.6,2.8,4.3,1.3,0.5,0.6,1.1,2.8,5.5,6.58
18.434,Kevin Garnett,1462,1425,34.5,7.2,14.5,0.497,0.1,0.4,0.275,7.1,14,0.504,0.501,3.3,4.2,0.789,2.2,7.8,10,3.7,1.3,1.4,2.2,2.4,17.8,18.434
1.44,Marlon Garnett,24,0,8.5,0.6,2.1,0.294,0.3,1,0.261,0.4,1.2,0.321,0.353,0.6,0.8,0.75,0.1,0.8,0.9,0.8,0.2,0,0.5,0.8,2.1,1.44
4.596,Calvin Garrett,166,22,18.1,2.3,4.9,0.457,0,0.1,0.3,2.2,4.8,0.461,0.461,0.6,0.8,0.767,0.8,1.8,2.6,1.5,0.6,0.1,1,2,5.2,4.596
7.37,Dean Garrett,359,210,19.4,2,4.2,0.48,0,0,0,2,4.2,0.48,0.48,0.8,1.2,0.677,1.7,3.4,5,0.6,0.5,1,0.6,1.9,4.8,7.37
2.937,Diante Garrett,90,0,13.3,1.3,3.5,0.373,0.4,1.2,0.351,0.9,2.3,0.384,0.435,0.2,0.2,0.682,0.2,1.1,1.2,1.7,0.6,0.1,1,0.9,3.2,2.937
7.135,Dick Garrett,339,0,25.7,4.2,10,0.423,0,0,0,4.2,10,0.423,0.423,1.8,2.1,0.863,0.4,0.6,3,2.5,0.3,0,0,3,10.3,7.135
3.95,Rowland Garrett,263,0,11,2.1,4.8,0.441,0,0,0,2.1,4.8,0.441,0.441,0.8,1,0.772,0.8,1.5,2.3,0.4,0.3,0.2,0,1.3,5.1,3.95
6.122,Tom Garrick,251,47,18.8,2.2,4.6,0.469,0,0.2,0.083,2.1,4.4,0.49,0.471,1.1,1.4,0.775,0.5,1.5,2,3.4,1.1,0.1,1.4,1.8,5.4,6.122
3.725,John Garris,33,1,8.1,1.6,3.1,0.51,0,0,0,1.6,3.1,0.51,0.51,0.8,1,0.794,1.1,1.3,2.3,0.3,0.2,0.2,0.3,1.2,4,3.725
1.335,Kiwane Garris,31,0,8,0.8,2.4,0.32,0.2,0.5,0.333,0.6,1.9,0.317,0.353,0.6,0.8,0.76,0.1,0.5,0.6,1,0.2,0,0.5,0.7,2.3,1.335
4.589,Pat Garrity,552,107,20,2.7,6.4,0.417,1.1,2.9,0.398,1.5,3.5,0.434,0.506,0.8,1,0.806,0.6,2,2.6,0.8,0.4,0.2,0.8,2.3,7.3,4.589
0.675,Jim Garvin,6,0,1.8,0.2,0.7,0.25,0,0,0,0.2,0.7,0.25,0.25,0,0,0,0.2,0.7,0.8,0,0,0,0,0.2,0.3,0.675
14.533,Marc Gasol,592,585,33.7,5.5,10.9,0.501,0.1,0.3,0.327,5.4,10.7,0.505,0.505,3.5,4.6,0.765,1.9,5.8,7.7,3.1,0.9,1.5,2,3,14.5,14.533
16.898,Pau Gasol,1077,1064,35.1,6.9,13.6,0.51,0.1,0.3,0.313,6.8,13.3,0.514,0.513,4.1,5.5,0.754,2.7,6.8,9.5,3.3,0.5,1.7,2.3,2.2,18.1,16.898
0.3,Frank Gates,64,0,0,1.8,6.3,0.281,0,0,0,1.8,6.3,0.281,0.281,1,1.5,0.622,0,0,0,1.4,0,0,0,2.3,4.5,0.3
7.913,Chris Gatling,700,86,19.7,4,7.8,0.513,0.1,0.3,0.249,3.9,7.5,0.523,0.517,2.2,3.4,0.66,1.8,3.6,5.3,0.7,0.7,0.5,1.5,2.7,10.3,7.913
7.41,Kenny Gattison,494,130,20.1,3.1,6,0.52,0,0,0.083,3.1,6,0.521,0.52,1.7,2.6,0.649,1.5,3.2,4.7,0.9,0.6,0.7,1.2,2.9,7.9,7.41
11.485,Rudy Gay,743,705,35.7,7,15.4,0.453,1,3,0.344,5.9,12.4,0.479,0.486,3.4,4.3,0.795,1.5,4.4,5.9,2.3,1.3,0.8,2.4,2.5,18.4,11.485
3.935,Ed Gayda,15,0,0,1.3,3.1,0.413,0,0,0,1.3,3.1,0.413,0.413,1.2,1.6,0.75,0,0,2.6,0.9,0,0,0,2.3,3.7,3.935
1.154,Andrew Gaze,26,0,4.9,0.6,1.6,0.381,0.3,0.9,0.375,0.3,0.7,0.389,0.488,0.1,0.1,1,0.1,0.3,0.5,0.4,0.2,0.1,0.3,0.6,1.7,1.154
-0.108,Michael Gbinije,6,0,3.5,0.2,1.3,0.125,0,0.7,0,0.2,0.7,0.25,0.125,0.3,0.3,1,0.2,0.2,0.3,0.2,0,0,0,0.3,0.7,-0.108
1.841,Reggie Geary,101,2,9.2,0.8,2.2,0.344,0.2,0.6,0.328,0.6,1.6,0.349,0.388,0.3,0.7,0.493,0.2,0.6,0.8,1.1,0.5,0.1,0.6,1.3,2.1,1.841
5.504,Alonzo Gee,415,213,21.8,2.4,5.6,0.434,0.4,1.4,0.325,2,4.2,0.47,0.474,1.4,1.8,0.754,0.9,2.3,3.3,1.1,0.9,0.2,1.1,1.9,6.6,5.504
8.281,Matt Geiger,552,214,22.1,3.7,7.4,0.499,0,0.1,0.232,3.7,7.3,0.504,0.501,1.7,2.4,0.728,2.1,3.6,5.7,0.7,0.6,0.6,1.3,3,9.2,8.281
4.084,Mickael Gelabale,145,27,16.2,1.8,3.9,0.47,0.3,0.9,0.316,1.5,2.9,0.519,0.508,0.7,0.9,0.815,0.7,1.5,2.3,0.8,0.3,0.2,0.6,1.3,4.6,4.084
5.22,Devean George,630,108,18.5,2.1,5.3,0.392,0.7,2,0.343,1.4,3.4,0.421,0.456,0.8,1,0.721,0.9,2.3,3.1,0.9,0.7,0.4,0.7,2,5.6,5.22
8.605,Jack George,506,0,31.3,3.8,10.3,0.364,0,0,0,3.8,10.3,0.364,0.364,2.7,3.8,0.704,0,0,4.2,4.3,0,0,0,2.5,10.2,8.605
12.527,Paul George,388,340,32.3,5.8,13.7,0.425,1.9,5.2,0.364,3.9,8.5,0.463,0.494,3.5,4.2,0.841,0.9,5.4,6.3,3.1,1.7,0.4,2.5,2.6,17.1,12.527
2.866,Tate George,177,14,11.4,1.7,4.1,0.414,0,0.1,0.071,1.7,4,0.421,0.415,0.8,1,0.82,0.4,0.6,1,1.8,0.4,0.1,0.9,1,4.2,2.866
6.136,Gus Gerard,446,0,17.8,3.5,7.9,0.438,0,0.1,0.273,3.4,7.8,0.439,0.439,1.5,2.2,0.696,1.6,2.5,4.1,1.3,0.6,0.7,1.5,2.2,8.4,6.136
4.099,Derrick Gervin,77,4,14.1,3.3,7.7,0.435,0.1,0.4,0.226,3.2,7.3,0.446,0.441,2,2.6,0.764,0.9,1.4,2.3,0.5,0.5,0.3,0.7,1.8,8.8,4.099
13.286,George Gervin,1060,377,33.6,9.8,19.4,0.504,0.1,0.6,0.271,9.7,19,0.509,0.507,5.4,6.4,0.841,1.7,3.6,5.3,2.6,1.2,1,3,3.1,25.1,13.286
-0.27,Gorham Getchell,16,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0.3,0.3,1,0,0,0,0,0,0,0,0.3,0.3,-0.27
8.735,John Gianelli,541,0,25.2,3.3,7.1,0.47,0,0,0,3.3,7.1,0.47,0.47,1.1,1.6,0.702,2,4.2,5.9,1.5,0.5,1,1.5,2.3,7.8,8.735
3.675,Dick Gibbs,333,0,12.9,2,5,0.402,0,0,0,2,5,0.402,0.402,1.2,1.5,0.799,0.8,1.1,1.9,0.8,0.3,0.2,0,1.9,5.2,3.675
5.606,Daniel Gibson,397,77,23.5,2.7,6.7,0.402,1.5,3.6,0.407,1.2,3.1,0.397,0.512,1,1.3,0.78,0.4,1.6,2,2,0.6,0.2,0.9,2,7.8,5.606
2.6,Dee Gibson,44,0,0,1.8,5.6,0.314,0,0,0,1.8,5.6,0.314,0.314,2.9,4,0.718,0,0,0,2.9,0,0,0,2.6,6.4,2.6
0.825,Hoot Gibson,32,0,0,2.1,6.1,0.344,0,0,0,2.1,6.1,0.344,0.344,1.3,2,0.656,0,0,0,1.2,0,0,0,3.3,5.5,0.825
4.226,Jonathan Gibson,11,0,18.5,3.1,7.9,0.391,1.3,3.6,0.35,1.8,4.3,0.426,0.471,1.7,2.5,0.704,0.1,1.8,1.9,2.1,0.7,0,1.8,1.5,9.2,4.226
0.82,Mel Gibson,9,0,5.9,0.7,2.2,0.3,0,0,0,0.7,2.2,0.3,0.3,0.1,0.2,0.5,0,0,0.4,0.7,0,0,0,1.1,1.4,0.82
1.965,Mike Gibson,64,0,6.1,0.6,1.7,0.387,0,0,0,0.6,1.7,0.387,0.387,0.3,0.4,0.679,0.7,1,1.7,0.2,0.2,0.2,0.3,1,1.6,1.965
9.765,Taj Gibson,529,196,25.1,3.8,7.7,0.494,0,0,0.043,3.8,7.7,0.497,0.494,1.6,2.4,0.69,2.4,4,6.4,1,0.5,1.3,1.3,2.6,9.3,9.765
1.808,J.R. Giddens,38,1,6.5,0.8,1.7,0.476,0,0.3,0,0.8,1.4,0.566,0.476,0.3,0.6,0.565,0.5,0.9,1.4,0.3,0.3,0.1,0.5,0.8,1.9,1.808
1.625,Trey Gilder,2,0,2.5,0.5,0.5,1,0,0,0,0.5,0.5,1,1,0,0,0,0,0.5,0.5,0,0.5,0,0,0,1,1.625
2.491,Eddie Gill,187,9,10.9,1,2.7,0.361,0.3,1.1,0.32,0.6,1.6,0.388,0.424,0.8,0.9,0.847,0.1,1,1.1,1.2,0.6,0.1,0.7,1.1,3.1,2.491
9.116,Kendall Gill,966,791,30.5,5.2,12.1,0.434,0.3,1.1,0.3,4.9,11,0.448,0.448,2.5,3.4,0.754,1.3,2.8,4.1,3,1.6,0.4,1.8,2.6,13.4,9.116
1.05,Ben Gillery,24,0,3.5,0.3,0.8,0.316,0,0,0,0.3,0.8,0.316,0.316,0.5,1,0.565,0.3,0.7,1,0.1,0.1,0.2,0.2,1.2,1,1.05
1.975,Jack Gillespie,2,0,13.5,0,2.5,0,0,0,0,0,2.5,0,0,1,1,1,1,2.5,3.5,0,0,0,0,1.5,1,1.975
-0.29,Gene Gillette,14,0,0,0.1,0.8,0.091,0,0,0,0.1,0.8,0.091,0.091,0.4,0.6,0.667,0,0,0,0.1,0,0,0,0.9,0.6,-0.29
10.62,Armen Gilliam,929,527,28.4,5.2,10.7,0.489,0,0,0,5.2,10.6,0.49,0.489,3.3,4.2,0.776,2.3,4.6,6.9,1.2,0.7,0.7,1.9,2.2,13.7,10.62
10.815,Herm Gilliam,578,0,26,4.7,10.6,0.441,0,0,0,4.7,10.6,0.441,0.441,1.5,1.9,0.792,0.9,2.2,3.8,3.8,1.3,0.2,0,2.6,10.8,10.815
19.935,Artis Gilmore,1329,476,35.5,7.1,12.2,0.582,0,0,0.15,7.1,12.1,0.582,0.582,4.6,6.6,0.698,3.6,8.7,12.3,2.3,0.6,2.4,3.1,3.4,18.8,19.935
3.15,Walt Gilmore,27,0,9.7,0.9,2,0.426,0,0,0,0.9,2,0.426,0.426,0.4,1,0.462,0,0,2.7,0.4,0,0,0,1.8,2.1,3.15
5.325,Chuck Gilmur,239,0,0,2.1,6.6,0.325,0,0,0,2.1,6.6,0.325,0.325,1.5,2.5,0.609,0,0,4.7,1.5,0,0,0,3.7,5.8,5.325
10.484,Manu Ginobili,942,349,26.2,4.5,10.1,0.449,1.4,3.9,0.369,3.1,6.1,0.5,0.521,3.4,4.1,0.827,0.7,3,3.7,3.9,1.4,0.3,2.1,2.1,13.9,10.484
5.615,Gordan Giricek,384,191,23,3.7,8.4,0.442,0.8,2,0.368,3,6.4,0.465,0.486,1.4,1.7,0.823,0.4,2,2.5,1.5,0.6,0.1,1.3,2,9.6,5.615
4.545,Jack Givens,156,0,16.7,2.7,6.6,0.401,0,0,0,2.7,6.6,0.402,0.401,1.3,1.7,0.791,1.4,1.6,2.9,0.9,0.8,0.2,0.9,1.6,6.7,4.545
3.25,Mickell Gladness,26,7,9.7,1,2.3,0.424,0,0,0,1,2.3,0.424,0.424,0.2,0.5,0.5,0.5,1.7,2.2,0.2,0.2,0.8,0.3,1.2,2.2,3.25
-0.6,George Glamack,11,0,0,2.7,11,0.248,0,0,0,2.7,11,0.248,0.248,3.8,5,0.764,0,0,0,1.7,0,0,0,2.5,9.3,-0.6
5.025,Gerald Glass,201,49,16.7,3.4,7.9,0.433,0.1,0.5,0.236,3.3,7.3,0.448,0.442,0.8,1.2,0.643,1.1,1.4,2.5,1.5,0.6,0.3,0.9,1.8,7.7,5.025
5.001,Mike Glenn,593,10,16.2,3.3,6.1,0.542,0,0.1,0.286,3.3,6,0.544,0.543,1,1.1,0.855,0.3,0.9,1.2,1.6,0.5,0.1,0.7,1.5,7.6,5.001
1.25,Normie Glick,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1.25
3.425,Georgi Glouchkov,49,16,15.8,1.7,4.3,0.402,0,0,1,1.7,4.2,0.399,0.404,1.4,2.5,0.574,0.6,2.7,3.3,0.7,0.5,0.5,1.6,2.5,4.9,3.425
2.105,Clarence Glover,25,0,4.8,1,2.2,0.455,0,0,0,1,2.2,0.455,0.455,0.6,1.3,0.469,0,0,1.8,0.2,0,0,0,1,2.6,2.105
5.421,Dion Glover,294,105,20.9,3.1,7.6,0.411,0.5,1.6,0.317,2.6,6,0.436,0.445,1.5,1.9,0.756,0.7,2.3,3.1,1.5,0.8,0.2,1.3,1.7,8.2,5.421
0.195,Andreas Glyniadakis,13,4,6.2,0.6,1.3,0.471,0,0,0,0.6,1.3,0.471,0.471,0.1,0.2,0.5,0.2,0.5,0.6,0.1,0,0,0.7,1.5,1.3,0.195
10.636,Mike Gminski,938,547,25.6,4.5,9.6,0.465,0,0.1,0.122,4.5,9.6,0.467,0.465,2.7,3.2,0.843,2.2,4.7,6.9,1.3,0.5,1.1,1.5,1.7,11.7,10.636
